frame_idx,timestamp_ns
152,1772267139128741000
153,1772267139161995000
154,1772267139195514000
155,1772267139228830000
156,1772267139261941000
157,1772267139295470000
158,1772267139328808000
159,1772267139361962000
160,1772267139395553000
161,1772267139428806000
162,1772267139461938000
163,1772267139495624000
164,1772267139528814000
165,1772267139561943000
166,1772267139595508000
167,1772267139628825000
168,1772267139661947000
169,1772267139695699000
170,1772267139728836000
171,1772267139761990000
172,1772267139795382000
173,1772267139828892000
174,1772267139861942000
175,1772267139895715000
176,1772267139928560000
177,1772267139961938000
178,1772267139995629000
179,1772267140028682000
180,1772267140062132000
181,1772267140095455000
182,1772267140128675000
183,1772267140162210000
184,1772267140195322000
185,1772267140228817000
186,1772267140262207000
187,1772267140295322000
188,1772267140329056000
189,1772267140362034000
190,1772267140395397000
191,1772267140428949000
192,1772267140462173000
193,1772267140495305000
194,1772267140528817000
195,1772267140562209000
196,1772267140595315000
197,1772267140628806000
198,1772267140662264000
199,1772267140695329000
200,1772267140728882000
201,1772267140762182000
202,1772267140795285000
203,1772267140829058000
204,1772267140861972000
205,1772267140895337000
206,1772267140928817000
207,1772267140962222000
208,1772267140995454000
209,1772267141028714000
210,1772267141062427000
211,1772267141095574000
212,1772267141128699000
213,1772267141162323000
214,1772267141195572000
215,1772267141228706000
216,1772267141262291000
217,1772267141295483000
218,1772267141328709000
219,1772267141362223000
220,1772267141395578000
221,1772267141428694000
222,1772267141462213000
223,1772267141495577000
224,1772267141528759000
225,1772267141562394000
226,1772267141595358000
227,1772267141628707000
228,1772267141662612000
229,1772267141695190000
230,1772267141728716000
231,1772267141762228000
232,1772267141795574000
233,1772267141828706000
234,1772267141862681000
235,1772267141895115000
236,1772267141928850000
237,1772267141962084000
238,1772267141995584000
239,1772267142028971000
240,1772267142062138000
241,1772267142095584000
242,1772267142129021000
243,1772267142162132000
244,1772267142195992000
245,1772267142228658000
246,1772267142262099000
247,1772267142295918000
248,1772267142328683000
249,1772267142362082000
250,1772267142395717000
251,1772267142428982000
252,1772267142462068000
253,1772267142495588000
254,1772267142528962000
255,1772267142562118000
256,1772267142595573000
257,1772267142628964000
258,1772267142662093000
259,1772267142695651000
260,1772267142728931000
261,1772267142762165000
262,1772267142795481000
263,1772267142828972000
264,1772267142862208000
265,1772267142895467000
266,1772267142929168000
267,1772267142962212000
268,1772267142995482000
269,1772267143028978000
270,1772267143062323000
271,1772267143095745000
272,1772267143129170000
273,1772267143162222000
274,1772267143195477000
275,1772267143229058000
276,1772267143262259000
277,1772267143295467000
278,1772267143329003000
279,1772267143362354000
280,1772267143395467000
281,1772267143429014000
282,1772267143462368000
283,1772267143495460000
284,1772267143529310000
285,1772267143562008000
286,1772267143595480000
287,1772267143628975000
288,1772267143662351000
289,1772267143695597000
290,1772267143729209000
291,1772267143761983000
292,1772267143795596000
293,1772267143828864000
294,1772267143862364000
295,1772267143895718000
296,1772267143928893000
297,1772267143962353000
298,1772267143995770000
299,1772267144029209000
300,1772267144061974000
301,1772267144095725000
302,1772267144128842000
303,1772267144162525000
304,1772267144195599000
305,1772267144228852000
306,1772267144262556000
307,1772267144295531000
308,1772267144328848000
309,1772267144362370000
310,1772267144395735000
311,1772267144428850000
312,1772267144462363000
313,1772267144495724000
314,1772267144528845000
315,1772267144563687000
316,1772267144595523000
317,1772267144629025000
318,1772267144662193000
319,1772267144695744000
320,1772267144729082000
321,1772267144763114000
322,1772267144795196000
323,1772267144829106000
324,1772267144862265000
325,1772267144895794000
326,1772267144929041000
327,1772267144962252000
328,1772267144995738000
329,1772267145029126000
330,1772267145062240000
331,1772267145095724000
332,1772267145129113000
333,1772267145162239000
334,1772267145195739000
335,1772267145229108000
336,1772267145262234000
337,1772267145295740000
338,1772267145329093000
339,1772267145362286000
340,1772267145395793000
341,1772267145429063000
342,1772267145462260000
343,1772267145495975000
344,1772267145528966000
345,1772267145562377000
346,1772267145595855000
347,1772267145629187000
348,1772267145662412000
349,1772267145695653000
350,1772267145729056000
351,1772267145762492000
352,1772267145795905000
353,1772267145829056000
354,1772267145862333000
355,1772267145896231000
356,1772267145928585000
357,1772267145962494000
358,1772267145995614000
359,1772267146029160000
360,1772267146062447000
361,1772267146095629000
362,1772267146129242000
363,1772267146162359000
364,1772267146195654000
365,1772267146229287000
366,1772267146262295000
367,1772267146295647000
368,1772267146329196000
369,1772267146362446000
370,1772267146395630000
371,1772267146429178000
372,1772267146462513000
373,1772267146495762000
374,1772267146529429000
375,1772267146562051000
376,1772267146595744000
377,1772267146629563000
378,1772267146662032000
379,1772267146695840000
380,1772267146729205000
381,1772267146762510000
382,1772267146795910000
383,1772267146829114000
384,1772267146862390000
385,1772267146895830000
386,1772267146929431000
387,1772267146962083000
388,1772267146995879000
389,1772267147033312000
390,1772267147062519000
391,1772267147095856000
392,1772267147129481000
393,1772267147162049000
394,1772267147195874000
395,1772267147229002000
396,1772267147262567000
397,1772267147295834000
398,1772267147329001000
399,1772267147363208000
400,1772267147395347000
401,1772267147429093000
402,1772267147462900000
403,1772267147495416000
404,1772267147529273000
405,1772267147562376000
406,1772267147595904000
407,1772267147629254000
408,1772267147662590000
409,1772267147695966000
410,1772267147729202000
411,1772267147762380000
412,1772267147796001000
413,1772267147829153000
414,1772267147862392000
415,1772267147895880000
416,1772267147929249000
417,1772267147962389000
418,1772267147996114000
419,1772267148029026000
420,1772267148062377000
421,1772267148095972000
422,1772267148129247000
423,1772267148162409000
424,1772267148196015000
425,1772267148229101000
426,1772267148262388000
427,1772267148296654000
428,1772267148328769000
429,1772267148362518000
430,1772267148396035000
431,1772267148429006000
432,1772267148462628000
433,1772267148496318000
434,1772267148528790000
435,1772267148562686000
436,1772267148596261000
437,1772267148628891000
438,1772267148662661000
439,1772267148696152000
440,1772267148728856000
441,1772267148762650000
442,1772267148796124000
443,1772267148828913000
444,1772267148862623000
445,1772267148896309000
446,1772267148928720000
447,1772267148962664000
448,1772267148996298000
449,1772267149028853000
450,1772267149062521000
451,1772267149095766000
452,1772267149129266000
453,1772267149162651000
454,1772267149195854000
455,1772267149229435000
456,1772267149262634000
457,1772267149295890000
458,1772267149329412000
459,1772267149362388000
460,1772267149396016000
461,1772267149429699000
462,1772267149462544000
463,1772267149496011000
464,1772267149529152000
465,1772267149562643000
466,1772267149596015000
467,1772267149629467000
468,1772267149662352000
469,1772267149696076000
470,1772267149729649000
471,1772267149796001000
472,1772267149829123000
473,1772267149862740000
474,1772267149895934000
475,1772267149929712000
476,1772267149962076000
477,1772267149996031000
478,1772267150029755000
479,1772267150062435000
480,1772267150095687000
481,1772267150129144000
482,1772267150163178000
483,1772267150262204000
484,1772267150296046000
485,1772267150329618000
486,1772267150362317000
487,1772267150396075000
488,1772267150429418000
489,1772267150462542000
490,1772267150496059000
491,1772267150529376000
492,1772267150562628000
493,1772267150596063000
494,1772267150629398000
495,1772267150662870000
496,1772267150695678000
497,1772267150729390000
498,1772267150762534000
499,1772267150796037000
500,1772267150830783000
501,1772267150862739000
502,1772267150895953000
503,1772267150929331000
504,1772267150962557000
505,1772267150996084000
506,1772267151029352000
507,1772267151062539000
508,1772267151096156000
509,1772267151129257000
510,1772267151162744000
511,1772267151196040000
512,1772267151229223000
513,1772267151262893000
514,1772267151296223000
515,1772267151329084000
516,1772267151363315000
517,1772267151395647000
518,1772267151429158000
519,1772267151462814000
520,1772267151496477000
521,1772267151528993000
522,1772267151562783000
523,1772267151596015000
524,1772267151629395000
525,1772267151662810000
526,1772267151696563000
527,1772267151728808000
528,1772267151762824000
529,1772267151796051000
530,1772267151829298000
531,1772267151862810000
532,1772267151895903000
533,1772267151929437000
534,1772267151962772000
535,1772267151996416000
536,1772267152029151000
537,1772267152062586000
538,1772267152096027000
539,1772267152129290000
540,1772267152162786000
541,1772267152196621000
542,1772267152228889000
543,1772267152262750000
544,1772267152296394000
545,1772267152329073000
546,1772267152362814000
547,1772267152396178000
548,1772267152429673000
549,1772267152462477000
550,1772267152496160000
551,1772267152529902000
552,1772267152562594000
553,1772267152596078000
554,1772267152629284000
555,1772267152662936000
556,1772267152696044000
557,1772267152729325000
558,1772267152763259000
559,1772267152795696000
560,1772267152830053000
561,1772267152862352000
562,1772267152896177000
563,1772267152929286000
564,1772267152962848000
565,1772267152996159000
566,1772267153029927000
567,1772267153062211000
568,1772267153096166000
569,1772267153129543000
570,1772267153162980000
571,1772267153195912000
572,1772267153229559000
573,1772267153262876000
574,1772267153296095000
575,1772267153329722000
576,1772267153363018000
577,1772267153395761000
578,1772267153429545000
579,1772267153463080000
580,1772267153495771000
581,1772267153529555000
582,1772267153562801000
583,1772267153596068000
584,1772267153629554000
585,1772267153663061000
586,1772267153695797000
587,1772267153729545000
588,1772267153762961000
589,1772267153795915000
590,1772267153829556000
591,1772267153863054000
592,1772267153895886000
593,1772267153929482000
594,1772267153963253000
595,1772267153995896000
596,1772267154029305000
597,1772267154063511000
598,1772267154095501000
599,1772267154129526000
600,1772267154163064000
601,1772267154196187000
602,1772267154229376000
603,1772267154263162000
604,1772267154295814000
605,1772267154329549000
606,1772267154362973000
607,1772267154396226000
608,1772267154429360000
609,1772267154462934000
610,1772267154496412000
611,1772267154529273000
612,1772267154562929000
613,1772267154596577000
614,1772267154629161000
615,1772267154663016000
616,1772267154696368000
617,1772267154729294000
618,1772267154762961000
619,1772267154796721000
620,1772267154829195000
621,1772267154862828000
622,1772267154896623000
623,1772267154928988000
624,1772267154962932000
625,1772267154996599000
626,1772267155029155000
627,1772267155062938000
628,1772267155096648000
629,1772267155129274000
630,1772267155162820000
631,1772267155196427000
632,1772267155229330000
633,1772267155263601000
634,1772267155296592000
635,1772267155329154000
636,1772267155363019000
637,1772267155396774000
638,1772267155429160000
639,1772267155462750000
640,1772267155496332000
641,1772267155529766000
642,1772267155562749000
643,1772267155596305000
644,1772267155629912000
645,1772267155662564000
646,1772267155696317000
647,1772267155729461000
648,1772267155762960000
649,1772267155796396000
650,1772267155829511000
651,1772267155896191000
652,1772267155929697000
653,1772267155962814000
654,1772267155996339000
655,1772267156029694000
656,1772267156062951000
657,1772267156096203000
658,1772267156129739000
659,1772267156162967000
660,1772267156196118000
661,1772267156229756000
662,1772267156262759000
663,1772267156296332000
664,1772267156330088000
665,1772267156362473000
666,1772267156396335000
667,1772267156432258000
668,1772267156463044000
669,1772267156496258000
670,1772267156530130000
671,1772267156565637000
672,1772267156596194000
673,1772267156629696000
674,1772267156662968000
675,1772267156696205000
676,1772267156729729000
677,1772267156763199000
678,1772267156796200000
679,1772267156829732000
680,1772267156863617000
681,1772267156895804000
682,1772267156929755000
683,1772267156963018000
684,1772267156996396000
685,1772267157029540000
686,1772267157063071000
687,1772267157096288000
688,1772267157129615000
689,1772267157163448000
690,1772267157196052000
691,1772267157229552000
692,1772267157263270000
693,1772267157296227000
694,1772267157329470000
695,1772267157363116000
696,1772267157396407000
697,1772267157462516000
698,1772267157496658000
699,1772267157529725000
700,1772267157563052000
701,1772267157596600000
702,1772267157629314000
703,1772267157663076000
704,1772267157696595000
705,1772267157729452000
706,1772267157763076000
707,1772267157800065000
708,1772267157829392000
709,1772267157863057000
710,1772267157896957000
711,1772267157929280000
712,1772267157963044000
713,1772267157996458000
714,1772267158029589000
715,1772267158063181000
716,1772267158096446000
717,1772267158129661000
718,1772267158163030000
719,1772267158196788000
720,1772267158229506000
721,1772267158262926000
722,1772267158296450000
723,1772267158329649000
724,1772267158363022000
725,1772267158396521000
726,1772267158429643000
727,1772267158463028000
728,1772267158496483000
729,1772267158530075000
730,1772267158562666000
731,1772267158596477000
732,1772267158629751000
733,1772267158662918000
734,1772267158696462000
735,1772267158729846000
736,1772267158763107000
737,1772267158796589000
738,1772267158829867000
739,1772267158863185000
740,1772267158896256000
741,1772267158930387000
742,1772267158962455000
743,1772267158996458000
744,1772267159030423000
745,1772267159062796000
746,1772267159096321000
747,1772267159129836000
748,1772267159163091000
749,1772267159196330000
750,1772267159229837000
751,1772267159262969000
752,1772267159296487000
753,1772267159329980000
754,1772267159363232000
755,1772267159396070000
756,1772267159429852000
757,1772267159463373000
758,1772267159496107000
759,1772267159529828000
760,1772267159563334000
761,1772267159596083000
762,1772267159629846000
763,1772267159663527000
764,1772267159696061000
765,1772267159729853000
766,1772267159763817000
767,1772267159795851000
768,1772267159829842000
769,1772267159863619000
770,1772267159895990000
771,1772267159929806000
772,1772267159963294000
773,1772267159996370000
774,1772267160029760000
775,1772267160063678000
776,1772267160095983000
777,1772267160129782000
778,1772267160163207000
779,1772267160196384000
780,1772267160229812000
781,1772267160263230000
782,1772267160296613000
783,1772267160329591000
784,1772267160363307000
785,1772267160396525000
786,1772267160429678000
787,1772267160463240000
788,1772267160496503000
789,1772267160529772000
790,1772267160563234000
791,1772267160596823000
792,1772267160629503000
793,1772267160663312000
794,1772267160696769000
795,1772267160729715000
796,1772267160763242000
797,1772267160797062000
798,1772267160829323000
799,1772267160863225000
800,1772267160897224000
801,1772267160929144000
802,1772267160963221000
803,1772267160997224000
804,1772267161029312000
805,1772267161063223000
806,1772267161096747000
807,1772267161129753000
808,1772267161163238000
809,1772267161196877000
810,1772267161229687000
811,1772267161263032000
812,1772267161297054000
813,1772267161329592000
814,1772267161362948000
815,1772267161396614000
816,1772267161429973000
817,1772267161463145000
818,1772267161496580000
819,1772267161530149000
820,1772267161563017000
821,1772267161596593000
822,1772267161629993000
823,1772267161663133000
824,1772267161696636000
825,1772267161730101000
826,1772267161762987000
827,1772267161796622000
828,1772267161830018000
829,1772267161863219000
830,1772267161896546000
831,1772267161930462000
832,1772267161962953000
833,1772267161996527000
834,1772267162030445000
835,1772267162062901000
836,1772267162096546000
837,1772267162130422000
838,1772267162163060000
839,1772267162196342000
840,1772267162230452000
841,1772267162262828000
842,1772267162296494000
843,1772267162330482000
844,1772267162362854000
845,1772267162396482000
846,1772267162429994000
847,1772267162463570000
848,1772267162496371000
849,1772267162530040000
850,1772267162563324000
851,1772267162596498000
852,1772267162630010000
853,1772267162663778000
854,1772267162696225000
855,1772267162730031000
856,1772267162763724000
857,1772267162796295000
858,1772267162830031000
859,1772267162863647000
860,1772267162896179000
861,1772267162930010000
862,1772267162963779000
863,1772267162996082000
864,1772267163063031000
865,1772267163096884000
866,1772267163130002000
867,1772267163163377000
868,1772267163196674000
869,1772267163229921000
870,1772267163263348000
871,1772267163296756000
872,1772267163329858000
873,1772267163363979000
874,1772267163396089000
875,1772267163429884000
876,1772267163463975000
877,1772267163496682000
878,1772267163529547000
879,1772267163563364000
880,1772267163596894000
881,1772267163629960000
882,1772267163663355000
883,1772267163696949000
884,1772267163729740000
885,1772267163763311000
886,1772267163796795000
887,1772267163829940000
888,1772267163863310000
889,1772267163897335000
890,1772267163929677000
891,1772267163963323000
892,1772267163996765000
893,1772267164029937000
894,1772267164063313000
895,1772267164096758000
896,1772267164129980000
897,1772267164163287000
898,1772267164196820000
899,1772267164230202000
900,1772267164263062000
901,1772267164297263000
902,1772267164329651000
903,1772267164363241000
904,1772267164396759000
905,1772267164430192000
906,1772267164463207000
907,1772267164496762000
908,1772267164530364000
909,1772267164563023000
910,1772267164597411000
911,1772267164630061000
912,1772267164662768000
913,1772267164696851000
914,1772267164730282000
915,1772267164763183000
916,1772267164796775000
917,1772267164830545000
918,1772267164862898000
919,1772267164896743000
920,1772267164930572000
921,1772267164962936000
922,1772267164996902000
923,1772267165030525000
924,1772267165063283000
925,1772267165096749000
926,1772267165130534000
927,1772267165163093000
928,1772267165196576000
929,1772267165230150000
930,1772267165263673000
931,1772267165296511000
932,1772267165330593000
933,1772267165363280000
934,1772267165396652000
935,1772267165430128000
936,1772267165463676000
937,1772267165497855000
938,1772267165563524000
939,1772267165596664000
940,1772267165630178000
941,1772267165663643000
942,1772267165696659000
943,1772267165730111000
944,1772267165763902000
945,1772267165796318000
946,1772267165830118000
947,1772267165863534000
948,1772267165896651000
949,1772267165930173000
950,1772267165963881000
951,1772267165996289000
952,1772267166030152000
953,1772267166063627000
954,1772267166096786000
955,1772267166130013000
956,1772267166163828000
957,1772267166196615000
958,1772267166230022000
959,1772267166263983000
960,1772267166296522000
961,1772267166329987000
962,1772267166363596000
963,1772267166396907000
964,1772267166429913000
965,1772267166463597000
966,1772267166496828000
967,1772267166530020000
968,1772267166563576000
969,1772267166597034000
970,1772267166629894000
971,1772267166663524000
972,1772267166696904000
973,1772267166730029000
974,1772267166763520000
975,1772267166797189000
976,1772267166829840000
977,1772267166863514000
978,1772267166897415000
979,1772267166929652000
980,1772267166963589000
981,1772267166997418000
982,1772267167029728000
983,1772267167063408000
984,1772267167097459000
985,1772267167129732000
986,1772267167163452000
987,1772267167197001000
988,1772267167230199000
989,1772267167263399000
990,1772267167296915000
991,1772267167330272000
992,1772267167363452000
993,1772267167397231000
994,1772267167430303000
995,1772267167463347000
996,1772267167497571000
997,1772267167529678000
998,1772267167563368000
999,1772267167596918000
1000,1772267167630283000
1001,1772267167663405000
1002,1772267167696914000
1003,1772267167730489000
1004,1772267167763411000
1005,1772267167796916000
1006,1772267167830287000
1007,1772267167863455000
1008,1772267167896960000
1009,1772267167930257000
1010,1772267167963501000
1011,1772267167996880000
1012,1772267168030340000
1013,1772267168063654000
1014,1772267168096795000
1015,1772267168130714000
1016,1772267168163250000
1017,1772267168196825000
1018,1772267168230811000
1019,1772267168263316000
1020,1772267168296629000
1021,1772267168330739000
1022,1772267168363267000
1023,1772267168396734000
1024,1772267168430304000
1025,1772267168463684000
1026,1772267168496767000
1027,1772267168563665000
1028,1772267168596822000
1029,1772267168630279000
1030,1772267168663851000
1031,1772267168696836000
1032,1772267168730173000
1033,1772267168763904000
1034,1772267168796574000
1035,1772267168830288000
1036,1772267168864126000
1037,1772267168896506000
1038,1772267168930170000
1039,1772267168964086000
1040,1772267168996774000
1041,1772267169030210000
1042,1772267169063903000
1043,1772267169096773000
1044,1772267169130185000
1045,1772267169163850000
1046,1772267169197054000
1047,1772267169230462000
1048,1772267169263658000
1049,1772267169297724000
1050,1772267169329523000
1051,1772267169363954000
1052,1772267169396858000
1053,1772267169430107000
1054,1772267169464171000
1055,1772267169496783000
1056,1772267169530034000
1057,1772267169563883000
1058,1772267169596862000
1059,1772267169630198000
1060,1772267169663683000
1061,1772267169697222000
1062,1772267169729998000
1063,1772267169763675000
1064,1772267169797286000
1065,1772267169830084000
1066,1772267169863561000
1067,1772267169897318000
1068,1772267169930227000
1069,1772267169963514000
1070,1772267169997180000
1071,1772267170030440000
1072,1772267170063563000
1073,1772267170097615000
1074,1772267170130053000
1075,1772267170163533000
1076,1772267170197569000
1077,1772267170229927000
1078,1772267170263560000
1079,1772267170297105000
1080,1772267170330379000
1081,1772267170363597000
1082,1772267170397023000
1083,1772267170430435000
1084,1772267170463590000
1085,1772267170497225000
1086,1772267170530260000
1087,1772267170563620000
1088,1772267170597503000
1089,1772267170630107000
1090,1772267170696940000
1091,1772267170730439000
1092,1772267170763683000
1093,1772267170796930000
1094,1772267170830478000
1095,1772267170863819000
1096,1772267170896958000
1097,1772267170931028000
1098,1772267170963331000
1099,1772267170996945000
1100,1772267171031057000
1101,1772267171063317000
1102,1772267171096971000
1103,1772267171130546000
1104,1772267171163669000
1105,1772267171196950000
1106,1772267171230715000
1107,1772267171263562000
1108,1772267171296933000
1109,1772267171330450000
1110,1772267171363873000
1111,1772267171396911000
1112,1772267171430456000
1113,1772267171463814000
1114,1772267171496952000
1115,1772267171531218000
1116,1772267171563132000
1117,1772267171596948000
1118,1772267171630459000
1119,1772267171663974000
1120,1772267171696911000
1121,1772267171730327000
1122,1772267171763945000
1123,1772267171797099000
1124,1772267171830314000
1125,1772267171863893000
1126,1772267171897196000
1127,1772267171930346000
1128,1772267171963982000
1129,1772267171997207000
1130,1772267172030346000
1131,1772267172064207000
1132,1772267172096950000
1133,1772267172130340000
1134,1772267172163962000
1135,1772267172197265000
1136,1772267172230270000
1137,1772267172264465000
1138,1772267172296585000
1139,1772267172330415000
1140,1772267172363911000
1141,1772267172397227000
1142,1772267172430214000
1143,1772267172463972000
1144,1772267172497244000
1145,1772267172530144000
1146,1772267172563812000
1147,1772267172597591000
1148,1772267172630068000
1149,1772267172663689000
1150,1772267172697203000
1151,1772267172730656000
1152,1772267172763622000
1153,1772267172797247000
1154,1772267172830578000
1155,1772267172863699000
1156,1772267172897214000
1157,1772267172930583000
1158,1772267172963696000
1159,1772267172997537000
1160,1772267173030261000
1161,1772267173063727000
1162,1772267173097599000
1163,1772267173130298000
1164,1772267173163708000
1165,1772267173197204000
1166,1772267173230603000
1167,1772267173263689000
1168,1772267173297800000
1169,1772267173329993000
1170,1772267173363719000
1171,1772267173397674000
1172,1772267173430099000
1173,1772267173463728000
1174,1772267173497212000
1175,1772267173530658000
1176,1772267173563760000
1177,1772267173597333000
1178,1772267173630340000
1179,1772267173663952000
1180,1772267173697097000
1181,1772267173730631000
1182,1772267173763956000
1183,1772267173797149000
1184,1772267173830806000
1185,1772267173863685000
1186,1772267173897107000
1187,1772267173930873000
1188,1772267173963661000
1189,1772267173997082000
1190,1772267174031298000
1191,1772267174063442000
1192,1772267174097100000
1193,1772267174131345000
1194,1772267174163478000
1195,1772267174197082000
1196,1772267174230603000
1197,1772267174263963000
1198,1772267174297111000
1199,1772267174331087000
1200,1772267174363537000
1201,1772267174397587000
1202,1772267174430207000
1203,1772267174463964000
1204,1772267174497101000
1205,1772267174530488000
1206,1772267174564000000
1207,1772267174597333000
1208,1772267174663855000
1209,1772267174697410000
1210,1772267174730618000
1211,1772267174764136000
1212,1772267174797344000
1213,1772267174830468000
1214,1772267174863993000
1215,1772267174897360000
1216,1772267174930502000
1217,1772267174964018000
1218,1772267174997417000
1219,1772267175030487000
1220,1772267175064094000
1221,1772267175097347000
1222,1772267175130464000
1223,1772267175164044000
1224,1772267175197315000
1225,1772267175230468000
1226,1772267175264062000
1227,1772267175297258000
1228,1772267175330481000
1229,1772267175364007000
1230,1772267175397334000
1231,1772267175430684000
1232,1772267175463847000
1233,1772267175497407000
1234,1772267175530772000
1235,1772267175564035000
1236,1772267175597256000
1237,1772267175630655000
1238,1772267175663865000
1239,1772267175697446000
1240,1772267175730780000
1241,1772267175763835000
1242,1772267175797343000
1243,1772267175830806000
1244,1772267175863905000
1245,1772267175897650000
1246,1772267175930509000
1247,1772267175963925000
1248,1772267175997811000
1249,1772267176030366000
1250,1772267176063876000
1251,1772267176097786000
1252,1772267176130319000
1253,1772267176163872000
1254,1772267176197354000
1255,1772267176230763000
1256,1772267176263950000
1257,1772267176297724000
1258,1772267176330483000
1259,1772267176363876000
1260,1772267176397822000
1261,1772267176430314000
1262,1772267176464049000
1263,1772267176497238000
1264,1772267176530740000
1265,1772267176564105000
1266,1772267176597239000
1267,1772267176630999000
1268,1772267176663864000
1269,1772267176697236000
1270,1772267176730802000
1271,1772267176764065000
1272,1772267176797251000
1273,1772267176831132000
1274,1772267176863855000
1275,1772267176897233000
1276,1772267176931284000
1277,1772267176963712000
1278,1772267176997244000
1279,1772267177031225000
1280,1772267177063730000
1281,1772267177097233000
1282,1772267177130875000
1283,1772267177164145000
1284,1772267177197225000
1285,1772267177231299000
1286,1772267177263601000
1287,1772267177297377000
1288,1772267177330636000
1289,1772267177364134000
1290,1772267177397490000
1291,1772267177431074000
1292,1772267177463913000
1293,1772267177497248000
1294,1772267177530749000
1295,1772267177564420000
1296,1772267177597241000
1297,1772267177630683000
1298,1772267177664112000
1299,1772267177697501000
1300,1772267177730634000
1301,1772267177764113000
1302,1772267177797496000
1303,1772267177830656000
1304,1772267177864207000
1305,1772267177897382000
1306,1772267177930647000
1307,1772267177964510000
1308,1772267177997268000
1309,1772267178030644000
1310,1772267178064562000
1311,1772267178097145000
1312,1772267178130663000
1313,1772267178164582000
1314,1772267178197178000
1315,1772267178230883000
1316,1772267178264153000
1317,1772267178297455000
1318,1772267178330792000
1319,1772267178363996000
1320,1772267178397502000
1321,1772267178430871000
1322,1772267178464006000
1323,1772267178497612000
1324,1772267178530764000
1325,1772267178563997000
1326,1772267178597761000
1327,1772267178630775000
1328,1772267178664001000
1329,1772267178697703000
1330,1772267178730747000
1331,1772267178763965000
1332,1772267178797795000
1333,1772267178830601000
1334,1772267178864190000
1335,1772267178897512000
1336,1772267178930883000
1337,1772267178964011000
1338,1772267178997937000
1339,1772267179030495000
1340,1772267179063989000
1341,1772267179097578000
1342,1772267179130893000
1343,1772267179164135000
1344,1772267179197582000
1345,1772267179230683000
1346,1772267179264251000
1347,1772267179297379000
1348,1772267179330937000
1349,1772267179364209000
1350,1772267179397961000
1351,1772267179430318000
1352,1772267179464242000
1353,1772267179497413000
1354,1772267179530906000
1355,1772267179564262000
1356,1772267179597485000
1357,1772267179630811000
1358,1772267179664302000
1359,1772267179697383000
1360,1772267179730895000
