t,x,y,yaw
10.066667,3.229903,-12.101072,-8.430913
10.100000,3.328104,-12.173839,-8.423462
10.133333,3.432072,-12.248829,-8.413798
10.166667,3.541958,-12.325810,-8.402935
10.200000,3.656091,-12.403674,-8.392326
10.233333,3.770987,-12.480418,-8.382523
10.266667,3.881352,-12.553177,-8.373754
10.300000,3.976593,-12.616264,-8.366016
10.333333,4.051245,-12.667126,-8.359681
10.366667,4.113925,-12.710815,-8.353410
10.400000,4.180451,-12.755910,-8.345820
10.433333,4.250891,-12.802299,-8.337393
10.466667,4.319910,-12.847237,-8.329769
10.500000,4.382110,-12.888078,-8.322764
10.533333,4.441065,-12.926595,-8.314081
10.566667,4.502253,-12.965263,-8.302195
10.600000,4.573015,-13.007308,-8.288700
10.633333,4.657149,-13.054040,-8.274311
10.666667,4.762169,-13.108220,-8.259703
10.700000,4.877161,-13.164801,-8.246176
10.733333,4.989113,-13.218539,-8.234354
10.766667,5.101732,-13.270847,-8.221649
10.800000,5.218852,-13.322854,-8.206805
10.833333,5.344337,-13.375603,-8.190674
10.866667,5.478241,-13.428865,-8.174704
10.900000,5.611035,-13.479495,-8.159573
10.933333,5.738795,-13.526511,-8.145354
10.966667,5.851786,-13.567454,-8.132236
11.000000,5.940182,-13.600210,-8.120343
11.033333,6.015408,-13.628405,-8.108665
11.066667,6.092915,-13.656135,-8.096177
11.100000,6.174670,-13.683755,-8.083061
11.133333,6.256771,-13.710339,-8.070416
11.166667,6.331360,-13.734296,-8.058195
11.200000,6.402329,-13.756483,-8.044689
11.233333,6.477572,-13.778165,-8.027931
11.266667,6.561093,-13.799684,-8.009395
11.300000,6.656898,-13.821209,-7.990038
11.333333,6.774953,-13.843420,-7.970533
11.366667,6.905349,-13.864632,-7.952134
11.400000,7.034102,-13.883492,-7.935353
11.433333,7.163160,-13.900089,-7.917806
11.466667,7.296499,-13.914295,-7.897947
11.500000,7.440096,-13.925880,-7.876616
11.533333,7.589907,-13.934414,-7.855336
11.566667,7.737869,-13.939910,-7.834808
11.600000,7.881920,-13.942663,-7.815235
11.633333,8.008038,-13.943793,-7.796825
11.666667,8.110234,-13.944561,-7.779876
11.700000,8.198487,-13.944881,-7.763062
11.733333,8.288713,-13.943420,-7.745327
11.766667,8.380873,-13.940028,-7.726716
11.800000,8.470980,-13.935246,-7.708497
11.833333,8.553101,-13.930184,-7.690970
11.866667,8.631169,-13.924311,-7.672268
11.900000,8.711021,-13.916322,-7.650270
11.933333,8.798435,-13.904620,-7.626299
11.966667,8.897153,-13.887785,-7.601787
12.000000,9.016595,-13.862536,-7.577365
12.033333,9.146875,-13.830918,-7.553708
12.066667,9.274530,-13.797030,-7.531383
12.100000,9.401367,-13.760217,-7.508375
12.133333,9.530954,-13.718794,-7.483326
12.166667,9.666749,-13.670825,-7.456538
12.200000,9.806666,-13.616739,-7.429556
12.233333,9.945125,-13.559006,-7.403375
12.266667,10.076767,-13.500564,-7.378301
12.300000,10.191160,-13.447567,-7.354002
12.333333,10.281793,-13.404941,-7.331088
12.366667,10.359491,-13.367569,-7.308877
12.400000,10.436289,-13.328402,-7.285581
12.433333,10.517085,-13.284037,-7.261328
12.466667,10.595163,-13.238901,-7.237322
12.500000,10.665760,-13.196737,-7.214092
12.533333,10.730583,-13.156578,-7.189870
12.566667,10.795805,-13.113404,-7.162543
12.600000,10.865728,-13.063064,-7.133164
12.633333,10.942881,-13.002468,-7.103200
12.666667,11.035246,-12.922709,-7.073384
12.700000,11.133551,-12.831620,-7.044472
12.733333,11.229320,-12.737853,-7.016952
12.766667,11.321122,-12.642963,-6.988909
12.800000,11.411250,-12.543793,-6.958657
12.833333,11.504141,-12.433794,-6.926577
12.866667,11.595766,-12.317606,-6.894614
12.900000,11.683750,-12.198628,-6.863613
12.933333,11.765020,-12.082188,-6.833842
12.966667,11.835867,-11.975551,-6.804492
13.000000,11.891390,-11.889860,-6.776446
13.033333,11.937361,-11.816971,-6.749044
13.066667,11.981239,-11.742812,-6.720645
13.100000,12.024499,-11.663731,-6.691206
13.133333,12.064687,-11.585274,-6.661933
13.166667,12.099882,-11.513213,-6.633460
13.200000,12.131048,-11.445850,-6.604055
13.233333,12.159997,-11.377532,-6.571495
13.266667,12.188031,-11.302454,-6.536441
13.300000,12.216821,-11.210805,-6.500752
13.333333,12.245938,-11.098517,-6.465057
13.366667,12.273168,-10.971425,-6.430127
13.400000,12.295937,-10.845472,-6.396908
13.433333,12.314348,-10.720826,-6.363680
13.466667,12.328422,-10.593626,-6.328266
13.500000,12.337812,-10.456005,-6.290904
13.533333,12.341888,-10.314133,-6.253196
13.566667,12.340734,-10.172201,-6.216355
13.600000,12.335367,-10.038344,-6.180901
13.633333,12.327001,-9.916636,-6.146237
13.666667,12.318945,-9.820894,-6.112451
13.700000,12.310955,-9.741136,-6.079237
13.733333,12.300252,-9.661704,-6.045150
13.766667,12.285149,-9.576928,-6.010021
13.800000,12.267706,-9.494633,-5.975150
13.833333,12.249498,-9.418621,-5.941324
13.866667,12.231623,-9.350726,-5.906848
13.900000,12.212021,-9.285407,-5.869224
13.933333,12.187175,-9.215561,-5.828861
13.966667,12.154729,-9.138004,-5.787766
14.000000,12.108880,-9.044667,-5.746427
14.033333,12.052669,-8.943247,-5.705226
14.066667,11.993602,-8.845776,-5.665250
14.100000,11.931920,-8.752318,-5.625384
14.133333,11.863861,-8.658438,-5.584033
14.166667,11.785097,-8.560194,-5.541235
14.200000,11.697979,-8.461148,-5.498611
14.233333,11.606840,-8.365773,-5.457339
14.266667,11.515035,-8.276662,-5.417763
14.300000,11.429277,-8.198582,-5.379099
14.333333,11.360054,-8.137885,-5.341683
14.366667,11.301917,-8.088701,-5.304968
14.400000,11.243677,-8.042796,-5.267368
14.433333,11.181976,-7.998193,-5.228725
14.466667,11.120370,-7.956933,-5.189968
14.500000,11.066295,-7.922276,-5.152323
14.533333,11.018303,-7.892838,-5.114146
14.566667,10.971038,-7.866104,-5.073207
14.600000,10.916982,-7.839567,-5.030038
14.633333,10.852209,-7.812663,-4.987084
14.666667,10.764934,-7.783490,-4.944376
14.700000,10.660769,-7.755114,-4.901160
14.733333,10.555497,-7.731113,-4.859355
14.766667,10.453300,-7.711872,-4.818339
14.800000,10.348393,-7.696891,-4.775587
14.833333,10.232940,-7.686362,-4.731455
14.866667,10.109138,-7.681115,-4.687508
14.900000,9.985208,-7.681072,-4.645507
14.933333,9.867329,-7.685388,-4.605144
14.966667,9.761581,-7.692639,-4.565283
15.000000,9.683702,-7.698804,-4.526603
15.033333,9.619759,-7.704818,-4.488594
15.066667,9.558036,-7.712792,-4.449699
15.100000,9.489057,-7.725618,-4.409593
15.133333,9.411220,-7.744534,-4.369851
15.166667,9.324862,-7.770121,-4.331756
15.200000,9.233935,-7.801137,-4.296860
15.233333,9.143992,-7.834986,-4.265658
15.266667,9.055067,-7.871467,-4.236321
15.300000,8.970798,-7.908689,-4.205907
15.333333,8.889524,-7.947612,-4.173204
15.366667,8.811306,-7.988178,-4.139286
15.400000,8.734451,-8.031290,-4.106516
15.433333,8.660580,-8.075603,-4.075220
15.466667,8.588114,-8.122184,-4.044259
