timestamp_ns,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
195994822,0.271269,-9.60584,-2.59035,-3.25128,-5.79377,-1.13155
199015901,0.312042,-9.61721,-2.63572,-3.04785,-5.48397,-0.704331
200971884,0.333433,-9.59303,-2.61423,-2.09115,-5.22491,-0.784891
203949411,0.311541,-9.579,-2.51872,-1.79414,-5.00498,-0.750621
206405942,0.277551,-9.54844,-2.385,-1.62078,-4.4148,-0.775679
209217676,0.245877,-9.53454,-2.23456,-2.04623,-3.89357,-0.776289
210932025,0.242969,-9.52502,-2.11278,-2.05128,-3.55406,-0.592752
213934704,0.264063,-9.54619,-2.02204,-2.14888,-2.99912,-0.37847
215947808,0.297267,-9.57435,-1.97189,-2.42647,-2.44639,-0.135569
218931895,0.313822,-9.60036,-1.93608,-2.37289,-2.04475,0.139623
220941958,0.297062,-9.63163,-1.92414,-2.47104,-1.45901,0.384338
223956958,0.254096,-9.63224,-1.92414,-2.8381,-0.782208,0.354961
225938093,0.192137,-9.64506,-1.94802,-3.08594,-0.0108941,0.266739
229020165,0.132605,-9.64352,-1.98145,-2.88411,0.76575,0.152339
231084757,0.087436,-9.64656,-2.02443,-2.41106,1.26581,0.280661
233946187,0.0565174,-9.65655,-2.05069,-2.5104,1.97548,0.49588
235931258,0.0445927,-9.65433,-2.05308,-2.30783,2.59666,0.531773
238972337,0.0396552,-9.6544,-2.01488,-2.22425,3.24828,0.385293
240974049,0.0441738,-9.65194,-1.95518,-2.37812,3.58681,0.416244
243016528,0.0509567,-9.64228,-1.86683,-2.77127,3.82929,0.535202
245923271,0.0649006,-9.64207,-1.77848,-3.46303,3.97547,0.650885
247928726,0.0717551,-9.62287,-1.70684,-3.79404,4.09546,0.648652
250944430,0.0882903,-9.61785,-1.66625,-4.57528,4.2409,0.70303
253004477,0.0955024,-9.62252,-1.67819,-5.4146,4.29342,0.635319
255927540,0.112467,-9.61513,-1.73788,-5.71407,4.16529,0.813333
257933091,0.120077,-9.6031,-1.84295,-5.74345,4.04058,0.933296
261174908,0.125424,-9.59111,-1.97667,-5.92245,3.91428,1.02166
263316685,0.118824,-9.55065,-2.108,-6.04095,3.88269,0.869155
265982721,0.100229,-9.54377,-2.22501,-5.86002,3.72959,0.960583
267933040,0.0814909,-9.52018,-2.30858,-5.6185,3.60887,0.901511
270955496,0.0602123,-9.53243,-2.35634,-5.79934,3.69963,0.900446
272934935,0.0531228,-9.52776,-2.37306,-5.92223,4.03924,0.780439
275930958,0.0578764,-9.54678,-2.36828,-5.74373,4.22758,0.662207
277924061,0.0745649,-9.56803,-2.36351,-5.95521,4.16149,1.02289
280930261,0.0984962,-9.56053,-2.37783,-6.34832,4.3104,1.29251
282930244,0.106025,-9.57237,-2.4638,-7.00616,4.17902,1.28579
285925403,0.0971922,-9.47943,-2.63095,-7.51744,4.14057,1.6137
288027755,0.0578497,-9.5039,-2.91988,-6.8853,4.05632,1.34662
291065923,-0.019552,-9.41196,-3.23985,-5.56099,3.60778,1.265
292936497,-0.151997,-9.46163,-3.5264,-3.36969,3.2926,1.28274
296157578,-0.31621,-9.41624,-3.64102,-2.01277,2.97116,0.597226
297962424,-0.462164,-9.39921,-3.55983,-0.991126,3.32819,-0.389608
301024943,-0.522901,-9.40958,-3.31149,-0.635036,3.985,-0.957092
303048063,-0.447917,-9.40847,-2.98435,-0.338067,4.2985,-1.07349
306005686,-0.241597,-9.53915,-2.66915,-0.0415931,4.33083,-0.647146
307927141,0.0174201,-9.62136,-2.39694,-0.257816,4.32367,0.318827
310930460,0.228851,-9.72095,-2.16054,-0.292281,4.28882,1.04427
312931211,0.321004,-9.72677,-1.94085,-1.22747,4.61673,1.40088
315935010,0.279618,-9.68198,-1.75221,-2.21994,5.0707,1.15277
317985842,0.157329,-9.57867,-1.62327,-3.63457,5.7363,0.932426
319927041,0.02836,-9.4898,-1.60655,-4.59688,6.19076,0.654345
322930808,-0.0499714,-9.46467,-1.70923,-5.14084,6.55559,0.712205
324930152,-0.0610276,-9.44815,-1.91459,-4.69329,6.49695,1.1091
327965631,-0.0384616,-9.5147,-2.1677,-4.4833,6.40594,1.23142
329978318,-0.0254742,-9.52888,-2.41365,-4.12125,5.97507,1.595
333057798,-0.0651949,-9.54141,-2.61423,-3.81526,5.45275,1.53403
334930485,-0.16252,-9.51417,-2.74079,-3.83898,4.98897,1.37972
337938668,-0.298282,-9.45644,-2.81004,-3.86044,4.43324,1.04337
339936827,-0.427078,-9.43918,-2.83392,-3.64539,4.34593,0.409539
342932562,-0.496301,-9.4139,-2.83392,-3.49062,4.28888,-0.224645
344931106,-0.474818,-9.45418,-2.83392,-2.82588,3.98851,-0.523012
347930233,-0.372238,-9.51,-2.81959,-2.22345,3.59209,-0.308303
349930792,-0.226836,-9.56521,-2.77183,-2.22111,3.31299,-0.189006
352928703,-0.0911759,-9.61817,-2.6787,-2.22148,3.21912,0.0221537
354937327,-0.015395,-9.61468,-2.53782,-2.49218,3.21527,0.170943
357935878,-0.00416501,-9.57392,-2.37306,-2.55159,3.27735,-0.0107007
359934837,-0.0453161,-9.53391,-2.23934,-3.71752,3.20347,-0.324112
363012845,-0.0910368,-9.46294,-2.15337,-4.2523,2.82621,-0.391735
364981724,-0.107787,-9.44408,-2.14382,-4.70042,2.79082,-0.54722
367949107,-0.0716752,-9.42687,-2.21546,-5.32654,2.50506,-0.554602
369928354,0.0029551,-9.41867,-2.36351,-5.65673,2.40724,-0.31618
372931225,0.0803096,-9.41522,-2.59035,-5.83441,2.0011,0.0427079
374937065,0.129265,-9.40263,-2.87451,-5.74023,1.56846,0.131635
377937056,0.13296,-9.36682,-3.18016,-4.98476,1.05132,0.0747375
379950319,0.0864566,-9.35321,-3.46909,-4.16565,0.350384,-0.224711
382926022,0.0109924,-9.32805,-3.684,-2.89956,-0.159993,-0.458474
384923094,-0.0696953,-9.32922,-3.79384,-1.75296,-0.577878,-0.904482
387931149,-0.124627,-9.33239,-3.78668,-0.667305,-0.997195,-1.1998
389925340,-0.120251,-9.36573,-3.69355,-0.421576,-1.36444,-1.4721
391927436,-0.0588741,-9.39825,-3.53356,-0.0269379,-1.79304,-1.50144
395041252,0.0381752,-9.46367,-3.34253,0.156511,-2.34991,-1.10999
397009875,0.132756,-9.49571,-3.1324,0.694802,-2.50049,-0.6826
400001290,0.184422,-9.52836,-2.93421,0.363476,-2.44314,-0.533979
401954905,0.181309,-9.51645,-2.76467,0.091657,-2.167,-0.685962
404955280,0.14026,-9.50269,-2.65483,-0.420637,-1.86297,-0.779437
407010656,0.0828192,-9.47247,-2.61901,-0.302155,-1.61299,-0.988574
409944663,0.049483,-9.47056,-2.63811,0.0846549,-1.3297,-1.04385
412108487,0.0377626,-9.47312,-2.68826,0.529135,-0.953765,-0.916553
414933597,0.0618267,-9.48234,-2.73363,0.975324,-0.638982,-0.940856
416931020,0.102446,-9.50802,-2.74318,1.06312,-0.452273,-0.938918
421374287,0.142852,-9.51221,-2.70258,1.29873,-0.265319,-0.633164
421931635,0.163905,-9.53576,-2.60229,1.32599,-0.0797461,-0.541031
424933418,0.153765,-9.53111,-2.4638,1.08453,0.0722169,-0.542263
427075547,0.119693,-9.51964,-2.31097,0.455019,0.158391,-0.66838
429994033,0.0833466,-9.49865,-2.18441,-0.145315,0.369136,-0.884214
431974752,0.0759301,-9.49398,-2.12472,-0.68478,0.425253,-0.979459
434959959,0.0998205,-9.49841,-2.12949,-1.22292,0.201529,-0.804177
436957895,0.14547,-9.52642,-2.19874,-1.37137,-0.048798,-0.59531
439934974,0.186437,-9.53301,-2.28948,-1.6706,-0.270351,-0.296874
441931533,0.196342,-9.51617,-2.37306,-1.3699,-0.359733,-0.294725
444978821,0.179889,-9.50209,-2.43275,-1.51647,-0.577485,-0.418377
446975028,0.146614,-9.45483,-2.46618,-1.66768,-0.330612,-0.629955
449955723,0.108483,-9.46731,-2.48051,-1.90845,-0.24054,-0.631562
451934042,0.0941819,-9.43887,-2.48529,-2.02717,-0.397093,-0.542846
454936113,0.0989253,-9.46029,-2.47812,-1.84841,-0.177366,-0.751629
456946433,0.122734,-9.45756,-2.4638,-1.75781,-0.23822,-0.75119
459963384,0.158416,-9.4666,-2.43514,-2.1187,-0.180919,-0.663332
462016744,0.203636,-9.4755,-2.4041,-2.59849,-0.155501,-0.667484
465011807,0.251315,-9.48675,-2.38977,-3.19851,-0.225338,-0.461561
466965486,0.289619,-9.49576,-2.41604,-3.46836,-0.322172,-0.283088
469953829,0.313816,-9.50497,-2.49245,-3.62045,-0.231952,-0.102406
471945268,0.297618,-9.51,-2.61184,-3.17268,-0.16562,0.0532668
473941508,0.257662,-9.50104,-2.7575,-3.14091,-0.28876,-0.00770362
476930619,0.198662,-9.48042,-2.9151,-3.08266,0.0227177,-0.277501
478931402,0.137274,-9.45267,-3.0727,-2.69375,0.120341,-0.333905
481973442,0.0972983,-9.42462,-3.21359,-1.76176,0.0396952,-0.62852
483928529,0.0834566,-9.4129,-3.32582,-0.925126,0.297227,-0.679918
486928360,0.0979931,-9.39361,-3.37596,0.0942792,0.184598,-0.550463
488930551,0.140877,-9.4097,-3.35686,0.783277,0.192396,-0.51398
491951534,0.204907,-9.38968,-3.25896,1.11175,0.351366,-0.600797
493955518,0.280709,-9.42677,-3.12285,0.842858,0.224032,-0.51325
497008565,0.351654,-9.44961,-2.96764,0.630787,0.282319,-0.272805
498966308,0.405973,-9.47507,-2.83153,0.865291,0.530868,0.0938153
501965564,0.419876,-9.49873,-2.73363,0.622703,0.619607,0.364422
503929163,0.395791,-9.47281,-2.68348,0.173152,0.458365,0.63163
506935906,0.333811,-9.46414,-2.70258,0.0542096,0.520059,0.388953
509121107,0.248257,-9.42718,-2.79093,0.0821349,0.737318,0.330044
511942792,0.155829,-9.43091,-2.94615,0.594778,0.402348,0.42333
515148065,0.0683274,-9.42263,-3.13718,1.31459,0.317506,0.489769
516935471,-0.0120742,-9.41903,-3.31388,2.16048,-0.0109974,0.0416115
518927230,-0.0808168,-9.41764,-3.42611,2.94474,-0.279042,-0.255484
521977846,-0.133259,-9.38974,-3.44282,3.69503,-0.300759,-0.369875
523945989,-0.164648,-9.38301,-3.35925,4.14359,-0.0154395,-0.696826
526942428,-0.158182,-9.37574,-3.19687,4.56306,0.0829735,-0.843697
529123341,-0.113687,-9.38701,-2.99629,4.56159,0.393908,-1.14428
532004739,-0.0261958,-9.41915,-2.80287,4.25884,0.575385,-0.99464
533939346,0.0805241,-9.44386,-2.6405,4.25738,0.667924,-0.933586
536931273,0.192222,-9.48045,-2.52588,4.43506,0.730851,-0.719862
538969241,0.275379,-9.49119,-2.43514,4.28307,0.758736,-0.448816
541980464,0.32523,-9.51195,-2.37067,4.13229,0.787509,-0.359247
543968159,0.341714,-9.5141,-2.31814,3.89365,0.598333,-0.211311
545964175,0.3344,-9.5142,-2.28232,3.38365,0.716834,-0.336156
548922533,0.310438,-9.50976,-2.26083,2.90276,0.803847,-0.279441
550937653,0.30088,-9.51944,-2.25844,2.7844,0.741167,-0.401885
553939756,0.31053,-9.53124,-2.28232,2.66317,0.645171,-0.0405801
555926523,0.341755,-9.57138,-2.32769,2.69341,0.458512,0.23078
558930866,0.363555,-9.59734,-2.40171,2.66342,0.333348,0.441481
560938690,0.35671,-9.62371,-2.47574,2.90138,0.36602,0.65556
563993626,0.299637,-9.60304,-2.52588,3.44006,0.434129,0.660817
566043593,0.194671,-9.56396,-2.54021,3.80076,0.501498,0.392232
568937824,0.0847668,-9.52494,-2.51633,3.80078,0.626316,0.18126
570930959,0.00101768,-9.48555,-2.46857,3.3847,0.623998,-0.336718
573980390,-0.0278306,-9.48834,-2.42081,3.44608,0.532149,-0.39723
575989782,0.0126052,-9.50924,-2.38738,3.32551,0.46784,-0.186968
578933677,0.100842,-9.53185,-2.36828,3.20752,0.15582,0.0520408
580929820,0.189151,-9.57595,-2.36589,3.14906,-0.155805,0.352084
583934259,0.251192,-9.57745,-2.36112,3.11823,-0.187985,0.533101
586008899,0.248775,-9.58464,-2.35395,3.05777,-0.0330605,0.35202
588932570,0.19622,-9.55436,-2.3444,3.0278,-0.0334059,0.351749
590938089,0.119856,-9.51726,-2.34918,3.14594,0.247521,0.142799
593968352,0.0531739,-9.49911,-2.385,2.72532,0.647492,-0.372743
596269394,0.0272031,-9.49472,-2.45186,3.23373,0.777442,-0.427875
599010599,0.0466464,-9.53026,-2.53304,3.805,0.504609,-0.242933
600962774,0.0946417,-9.53913,-2.59274,4.31445,0.416905,-0.0876552
603938541,0.142463,-9.55517,-2.61184,4.34355,0.385416,0.0939044
605928189,0.166231,-9.54528,-2.58797,3.6567,0.223189,-0.00400829
608953204,0.175605,-9.52843,-2.54737,3.71709,0.255417,-0.124262
610923971,0.163527,-9.52143,-2.51394,4.19738,0.167961,-0.0902394
613985179,0.151531,-9.51922,-2.49961,4.64771,0.0801583,-0.0564876
615932074,0.141942,-9.50742,-2.49006,4.64675,0.110659,0.0344377
618929921,0.149083,-9.51686,-2.48529,4.55702,0.203348,-0.147289
620926576,0.172902,-9.49743,-2.47335,4.37804,0.201867,-0.269901
622975040,0.213429,-9.53026,-2.46141,4.58733,0.172748,-0.147206
625933175,0.25869,-9.51768,-2.43992,4.70352,0.26504,0.247639
628108007,0.287181,-9.53637,-2.4041,4.94302,0.142837,0.491027
631020254,0.286926,-9.53398,-2.3444,5.03452,0.0202403,0.460845
633990293,0.26028,-9.5057,-2.25366,4.91477,0.0813416,0.339151
635996452,0.216947,-9.52301,-2.1677,4.67166,0.450514,0.218246
637923347,0.187935,-9.48999,-2.08174,4.07276,0.443902,0.15233
640938058,0.185344,-9.55447,-2.03398,3.91992,0.564771,0.393692
642930650,0.211488,-9.56125,-2.00771,3.46835,0.745261,0.390748
645952689,0.252118,-9.61319,-2.01965,3.37618,0.711353,0.782945
647927296,0.288056,-9.62939,-2.05069,2.9544,0.798464,0.961186
650953752,0.302582,-9.61487,-2.09845,3.10135,1.11009,0.873679
652931879,0.278998,-9.60567,-2.16531,3.00904,1.23209,1.02484
655945694,0.224353,-9.54678,-2.22501,3.15887,1.23382,1.0262
657921453,0.143522,-9.54556,-2.30142,3.42788,1.42364,0.818044
660954245,0.0578457,-9.51337,-2.36112,3.58057,1.33386,0.546624
662992692,-0.00159409,-9.50467,-2.41604,4.27581,0.878221,0.429067
665965835,-0.0372764,-9.56247,-2.44469,4.55415,0.29485,0.125487
667939674,-0.039786,-9.55773,-2.41604,4.86279,-0.443938,0.0329625
670932433,-0.0401743,-9.63887,-2.3253,4.9596,-1.21787,0.301304
672927745,-0.0360746,-9.64118,-2.1677,4.39478,-1.40833,-0.0679248
675932824,-0.0344846,-9.67693,-1.98145,3.85628,-1.25789,-0.465067
677927271,-0.0162163,-9.65755,-1.78803,3.67458,-1.19896,-0.284844
681006175,0.0236984,-9.65934,-1.63282,3.40205,-0.985751,-0.22548
682928878,0.0829339,-9.69906,-1.53014,2.49881,-0.562436,-0.321731
685980517,0.14473,-9.69101,-1.46805,2.13566,-0.413188,-0.0518342
688101078,0.197183,-9.73323,-1.45373,1.50312,-0.329236,0.275739
690943628,0.21636,-9.71386,-1.47283,1.01953,-0.0569956,0.424316
692932699,0.197448,-9.68788,-1.51581,0.745743,0.248904,0.514487
694960971,0.149954,-9.65992,-1.57312,0.502034,0.617632,0.484321
698029122,0.0786913,-9.61082,-1.65431,0.292737,0.646752,0.361626
700500437,0.0122437,-9.62372,-1.74505,0.14541,0.459649,0.298653
702938280,-0.0374745,-9.58386,-1.84056,0.268431,0.307341,0.0870792
704935671,-0.0561923,-9.5913,-1.92891,0.0336148,-0.00383847,-0.128686
708030959,-0.0440735,-9.59352,-1.97189,0.190883,-0.58948,-0.251875
709923518,-0.00591222,-9.59537,-1.96473,0.0756157,-0.961909,-0.315701
712934293,0.0510997,-9.66854,-1.90026,-0.255949,-0.811131,-0.287501
714930052,0.110284,-9.69155,-1.78564,-0.320032,-0.534054,-0.135127
717928316,0.171876,-9.7384,-1.6758,-0.922442,-0.356032,0.0118032
719931851,0.231254,-9.73277,-1.60655,-2.15542,-0.123818,0.244151
722936162,0.276699,-9.70826,-1.62804,-2.99711,-0.04184,0.479087
724935442,0.298703,-9.70557,-1.74982,-3.12135,0.109579,0.872137
727962857,0.266164,-9.66311,-1.95518,-2.5839,0.0519808,1.26984
729969720,0.171716,-9.65732,-2.19635,-2.22331,0.0568669,1.12187
732979824,0.0223474,-9.58072,-2.43275,-1.71129,-0.0601529,0.944252
734933695,-0.139141,-9.51859,-2.62617,-1.55437,-0.271636,0.248638
737926998,-0.257867,-9.47734,-2.77183,-0.797767,-0.600732,-0.291071
739961413,-0.300475,-9.43499,-2.85541,-0.196405,-0.685918,-0.437439
742932924,-0.257417,-9.47974,-2.8769,0.914163,-0.76538,-0.548951
745039468,-0.166967,-9.5047,-2.8172,1.3013,-0.637848,-0.393446
748043876,-0.0696725,-9.5391,-2.68348,1.50915,-0.574428,-0.209696
749924914,-0.00366435,-9.55006,-2.49006,1.18111,-0.826679,-0.0327032
752937481,0.0169603,-9.54019,-2.28948,0.763162,-0.861572,-0.218163
754930777,0.0090841,-9.53312,-2.12233,0.430806,-0.586568,-0.279952
757931344,0.00390141,-9.53795,-2.02682,0.06889,-0.311613,-0.402503
759981856,0.0205491,-9.54965,-2.01249,-0.112353,-0.221146,-0.343076
762996567,0.0709314,-9.56565,-2.07218,-0.443182,-0.225835,-0.164584
765001638,0.126302,-9.60784,-2.18203,-0.0262414,-0.191683,0.172106
767955837,0.177032,-9.6692,-2.32291,-0.028152,-0.130681,0.353957
769928364,0.211441,-9.72126,-2.55453,1.49908,0.0110148,0.308046
772933699,0.229539,-9.74731,-2.87929,2.30592,0.0187125,0.648075
774938387,0.190422,-9.66676,-3.22075,4.07427,-0.303823,1.1762
776942402,0.0720019,-9.53004,-3.43805,4.97389,-0.261773,1.03329
779929977,-0.143155,-9.34452,-3.36164,5.8133,0.309804,0.0461392
781928521,-0.393221,-9.21911,-2.93659,5.36062,1.23831,-1.04116
784935776,-0.546319,-9.18061,-2.30142,5.18027,1.95347,-2.15758
786934703,-0.508581,-9.26113,-1.63759,3.53485,1.84281,-2.41503
789930054,-0.236171,-9.43382,-1.14808,1.26332,0.884793,-1.7456
791925686,0.180551,-9.63074,-0.914067,-1.54853,-0.392158,-0.417523
794975757,0.593665,-9.83254,-0.952273,-3.25712,-1.1923,0.953648
797097758,0.816626,-9.9034,-1.17912,-4.30909,-1.64355,2.15137
799963220,0.751118,-9.89483,-1.48954,-4.55293,-1.46212,2.45279
801932387,0.406292,-9.77327,-1.79042,-4.73629,-0.624373,1.57909
804942906,-0.0724619,-9.582,-2.03159,-4.26041,0.564187,0.13874
806938089,-0.477382,-9.44219,-2.23456,-3.66418,1.69209,-1.27065
809935328,-0.634106,-9.36806,-2.42559,-2.29012,2.45363,-1.8586
811928624,-0.506932,-9.39492,-2.5808,-1.51475,2.52228,-1.39748
814981703,-0.179515,-9.52872,-2.67393,-0.497019,2.03401,-0.393141
816934646,0.1545,-9.62422,-2.63572,0.012687,1.29127,0.816811
819933901,0.359138,-9.7096,-2.48529,0.0779108,0.515812,1.32685
821931549,0.346202,-9.69304,-2.25128,-0.515697,0.0762614,1.19782
824959124,0.161361,-9.61686,-2.00771,-0.900854,0.0437879,0.589185
826933795,-0.0947623,-9.54887,-1.84056,-1.50101,0.473076,-0.0185352
829981019,-0.307409,-9.48983,-1.7928,-1.16827,0.759976,-0.951491
831980938,-0.397757,-9.4959,-1.87638,-0.656139,0.705439,-1.24971
834950305,-0.354229,-9.52394,-2.00771,-0.173608,0.401217,-1.18676
836937200,-0.212968,-9.59117,-2.108,-0.439123,-0.0980539,-0.980475
839933192,-0.0411449,-9.63647,-2.09845,-0.525508,-0.626938,-0.621523
841934551,0.111153,-9.67009,-1.98861,-1.51153,-0.979477,-0.481305
844937870,0.220403,-9.68045,-1.85966,-2.08124,-1.07991,-0.275298
846929437,0.267734,-9.65589,-1.76415,-2.6815,-1.05632,-0.189797
848933389,0.25334,-9.62745,-1.74743,-3.34409,-0.91038,0.0471415
851925444,0.186719,-9.5926,-1.79758,-3.46645,-0.726387,0.107673
854142133,0.0964424,-9.56048,-1.89787,-3.47072,-0.16789,-0.191413
856932747,0.0206104,-9.53771,-2.02682,-3.23101,0.053269,-0.550883
858940026,-0.0242316,-9.5145,-2.14621,-2.87132,0.119898,-0.668238
861973777,-0.0357885,-9.51229,-2.23456,-2.66178,-0.00265064,-0.425121
863975073,-0.0189059,-9.53354,-2.27515,-2.29731,-0.43174,-0.424491
866974200,0.021816,-9.58309,-2.30858,-1.8396,-1.13815,-0.454979
869073800,0.0769417,-9.64676,-2.36112,-1.32356,-1.72024,-0.45393
872046431,0.117766,-9.67722,-2.41843,-0.8705,-2.08685,-0.361373
873949134,0.117817,-9.67483,-2.43037,-1.08011,-2.12036,-0.333213
877039013,0.0794104,-9.65389,-2.38022,-1.11127,-1.65356,-0.935592
878952756,0.0456042,-9.58275,-2.28948,-1.29496,-1.00326,-1.44747
881938219,0.0812457,-9.5894,-2.25128,-1.26678,-0.754616,-1.59692
883977595,0.200677,-9.56145,-2.27038,-0.848603,-0.93797,-1.08007
887017202,0.365645,-9.60208,-2.33246,-0.64309,-0.938662,-0.443007
888941249,0.501847,-9.61924,-2.36589,-0.946673,-0.882596,0.0385918
891933144,0.55432,-9.62565,-2.35634,-0.825471,-1.03624,0.0992314
893944648,0.518403,-9.61422,-2.33008,-0.887551,-0.882498,0.160118
897034016,0.418047,-9.54881,-2.3062,-0.621962,-0.57038,0.255171
898966606,0.28668,-9.49339,-2.28709,-0.684429,-0.292119,0.165578
