timestamp_ns,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
38298185568,-7.35624,-4.40428,-8.47884,15.5709,2.80725,-6.65682
38300670568,-6.4333,-4.28602,-7.72667,11.2303,-3.00947,-11.0572
38303155568,-5.38237,-4.45711,-6.76435,2.83865,0.0849261,-11.8092
38305640568,-4.43159,-4.32649,-5.82353,1.28308,3.73859,-9.44127
38308125568,-4.03844,-4.64788,-5.66116,1.66844,3.77121,-8.86288
38310610568,-4.35152,-4.54977,-6.12918,3.28607,5.34958,-11.3795
38313095568,-5.02022,-4.53795,-7.16313,6.26158,9.61209,-15.2891
38315580568,-5.89087,-4.30705,-8.42154,9.10731,14.0844,-18.0794
38318065568,-6.50701,-4.01761,-9.46742,15.1627,12.9607,-20.8451
38320550568,-6.45043,-3.82591,-9.85903,16.0406,7.61305,-26.5569
38323035568,-5.89485,-3.77025,-9.72293,15.1304,10.309,-29.4221
38325520568,-4.82122,-3.93152,-9.04238,11.6669,12.9805,-26.9261
38328005568,-3.76996,-4.38905,-8.15648,10.2853,8.67812,-23.7586
38330490568,-3.2074,-4.59099,-7.41863,9.22652,6.71465,-23.4778
38332975568,-3.19191,-4.99173,-7.13447,5.57244,13.2452,-25.8298
38335460568,-3.59546,-5.01664,-7.65742,6.01769,20.2555,-27.9907
38337945568,-4.02202,-5.2234,-8.9397,10.8106,18.584,-29.2889
38340430568,-4.20417,-5.00424,-10.4417,17.243,12.7251,-31.1729
38342915568,-3.97576,-5.23267,-11.3825,23.2355,13.7298,-32.5951
38345400568,-3.28157,-5.44716,-11.2846,28.3396,20.7201,-32.2643
38347885568,-2.08992,-5.56612,-10.2936,18.7953,24.2903,-31.7533
38350370568,-0.671113,-6.77516,-9.95455,7.06332,20.2557,-31.9439
38352855568,0.741143,-7.3829,-10.3151,4.09881,9.79465,-32.6702
38355340568,1.77215,-8.92707,-11.3897,16.3218,-1.64926,-30.6042
38357825568,2.409,-9.45046,-12.395,16.9014,-1.29193,-32.7142
38360310568,2.95693,-10.6815,-12.7006,16.5077,8.14246,-38.9514
38362795568,3.94446,-11.1328,-11.9819,17.6397,11.3524,-34.3842
38365280568,5.26514,-11.7727,-11.0243,16.7891,12.0086,-24.8897
38367765568,7.43322,-11.7942,-9.5104,8.60017,4.29746,-24.3452
38370250568,9.83591,-11.0557,-8.15887,-9.83142,-11.7841,-19.8305
38372735568,11.4312,-9.75583,-7.23476,-28.2611,-21.4514,-4.05393
38375220568,11.9211,-7.67704,-7.3661,-31.2528,-23.6785,7.76298
38377705568,10.4392,-6.51924,-9.13073,-31.2976,-23.0033,8.82544
38380190568,7.43934,-5.41184,-12.0583,-6.44584,-8.74548,6.41402
38382675568,3.99302,-4.81911,-14.4055,22.735,6.0812,5.52715
38385160568,1.05049,-4.96129,-15.11,38.554,8.29937,7.10455
38387645568,-0.783047,-5.0777,-12.8033,31.3042,7.71783,7.61059
38390130568,-1.45615,-4.72616,-8.34751,26.4295,10.1119,6.49261
38392615568,-1.2513,-5.27623,-3.22553,2.03419,6.8855,7.28214
38395100568,-0.581698,-4.79584,0.946085,-12.2583,1.86606,6.21543
38397585568,0.148921,-4.99278,3.13099,-24.8943,-5.49956,7.87152
38400070568,0.607352,-5.09598,3.65871,-32.0017,-8.06007,8.33641
38402555568,0.730585,-4.80078,2.75132,-36.3809,-0.450178,5.04684
38405040568,0.726548,-4.83693,0.905491,-41.0335,7.02912,2.51023
38407525568,0.896723,-4.40301,-2.60468,-44.8321,6.70956,1.89942
38410010568,1.33632,-4.57171,-7.15835,-39.3284,0.496851,0.549396
38412495568,1.8877,-4.59337,-12.734,-23.0743,-7.60348,-0.74597
38414980568,2.05844,-4.60592,-16.9343,-5.5749,-12.8501,-0.348901
38417465568,1.789,-4.77471,-18.6751,5.51767,-9.33901,-2.25434
38419950568,1.17913,-4.5755,-17.2829,10.1001,2.09818,-7.52703
38422435568,0.723742,-4.73177,-13.5005,7.86629,9.1217,-12.4344
38424920568,0.865616,-5.1683,-9.28117,6.13848,5.12739,-16.2253
38427405568,1.41181,-5.27449,-5.27671,-10.8894,-13.1446,-16.2185
38429890568,2.11871,-6.1448,-2.56886,-31.5144,-32.8631,-13.712
38432375568,2.48703,-5.88146,-0.505741,-43.6274,-32.0718,-14.3301
38434860568,2.18449,-6.26522,-0.0902514,-52.4907,-17.6345,-12.9294
38437345568,1.5584,-5.55827,-1.60177,-57.641,-5.50595,-11.6305
38439830568,0.732224,-5.44649,-5.44147,-42.1868,2.23639,-14.0454
38442315568,0.33752,-5.01851,-10.8213,-14.2019,2.29797,-17.4236
38444800568,0.232397,-4.62437,-14.704,8.22032,-5.45388,-18.4194
38447285568,0.407749,-4.73905,-16.0771,7.90513,-11.3633,-19.6081
38449770568,0.709338,-4.57682,-13.4814,-6.26625,-8.177,-21.1979
38452255568,1.05103,-4.21803,-9.09969,-18.7683,0.844835,-22.2831
38454740568,1.32955,-4.4951,-5.01882,-37.5095,2.37627,-18.9936
38457225568,1.69343,-4.28434,-3.0345,-46.1482,-3.89536,-16.3874
38459710568,1.94049,-4.37166,-3.87264,-41.9458,-9.35225,-17.1395
38462195568,2.18343,-5.05605,-6.5375,-32.1326,-6.78538,-18.8505
38464680568,2.53083,-4.84393,-9.62741,-13.7061,5.14271,-15.6775
38467165568,2.83517,-5.48446,-12.1371,-1.11086,15.3274,-11.5391
38469650568,2.95399,-5.22991,-13.128,-2.67057,14.2162,-9.503
38472135568,2.67905,-6.26495,-13.0277,-14.3492,6.67332,-7.29492
38474620568,2.05954,-6.1709,-11.6117,-19.8471,4.21882,-5.69572
38477105568,1.31957,-6.53204,-9.93783,-9.58298,14.1746,-11.0475
38479590568,0.832947,-5.74625,-8.34035,-11.317,19.5649,-16.2327
38482075568,1.44943,-4.9234,-7.37326,-20.319,11.6231,-14.729
38484560568,2.93716,-4.46786,-7.52131,-20.0751,8.75842,-10.5701
38487045568,4.48287,-4.78027,-8.94687,-13.1517,13.5578,-0.798797
38489530568,5.47384,-5.29627,-10.148,-5.11897,6.37237,6.67027
38492015568,4.8852,-5.74872,-10.9288,-5.85858,2.77299,6.79271
38494500568,3.16497,-5.38166,-10.5563,-5.72738,17.308,3.1023
38496985568,1.3114,-4.74193,-9.70143,-4.68538,33.7125,-0.991896
38499470568,0.140481,-4.25966,-9.40056,-3.10856,32.6208,-1.89192
38501955568,-0.0971249,-3.8382,-9.65606,1.57135,17.8725,-0.186289
38504440568,0.215555,-4.39477,-10.2101,6.92971,5.62041,-1.03034
38506925568,0.600419,-4.61122,-9.78262,5.16401,3.72002,-2.69132
38516865568,1.53285,-5.78372,-6.22947,-6.04035,22.0061,-2.77008
38519350568,2.18627,-5.59087,-7.75771,-0.915245,10.0464,-0.619795
38521835568,2.63234,-5.55852,-9.36236,2.67041,6.88827,1.81285
38524320568,2.65754,-5.36973,-10.2315,6.64965,14.9772,2.68486
38526805568,2.29728,-5.31041,-10.2721,7.80813,22.1787,1.10618
38529290568,1.72029,-5.31139,-9.86859,8.29926,21.9431,-0.221804
38531775568,1.26939,-5.31295,-9.36713,9.04588,17.313,-0.999829
38534260568,1.14246,-5.49845,-8.71286,8.63,12.4867,-2.39447
38536745568,1.35797,-5.60981,-7.75532,9.27503,11.1326,-2.45752
38539230568,1.62584,-5.76577,-6.76196,7.86641,15.0979,-0.177097
38541715568,1.95402,-5.91612,-5.91905,4.4495,17.3764,0.501972
38544200568,2.27714,-5.93296,-5.56564,2.84532,14.207,-0.772147
38546685568,2.77666,-6.10013,-5.71608,2.41356,9.99308,-0.832222
38549170568,3.33012,-6.27851,-6.19843,3.78874,10.765,2.84497
38551655568,3.73615,-6.42799,-6.81211,4.33168,12.9147,7.64238
38554140568,3.80009,-6.41044,-7.25148,1.59128,10.6172,8.96482
38556625568,3.2648,-6.08633,-7.66697,1.28386,9.35046,7.77456
38559110568,2.36659,-5.78647,-8.06097,0.785633,10.8288,8.08168
38561595568,1.38223,-5.44725,-8.40482,3.93344,13.5903,7.79421
38564080568,0.568178,-5.13428,-8.94209,7.38704,16.8589,5.75819
38566565568,0.209132,-4.90313,-9.26684,11.2067,16.7883,3.88639
38569050568,0.392685,-3.67602,-9.20953,24.4814,14.1141,-0.185201
38571535568,0.823423,-3.74146,-8.90389,22.1159,7.37269,-7.05392
38574020568,1.34372,-3.14193,-7.77203,17.8497,-6.49215,-4.63671
38576505568,1.28954,-4.10202,-6.26768,4.33164,-14.1894,-0.510181
38578990568,1.05219,-4.31992,-4.35021,-0.0184096,-4.23006,-3.1498
38581475568,0.648085,-5.02969,-3.62908,-2.11745,11.5396,-11.5109
38583960568,0.65322,-5.04643,-4.27141,2.42741,11.6689,-14.5849
38586445568,1.01197,-5.20639,-6.66645,9.35493,-6.4326,-11.7001
38588930568,1.70237,-5.52156,-9.02806,10.741,-22.4341,-8.33781
38591415568,2.12985,-5.48225,-10.1933,18.5147,-14.0598,-6.18978
38593900568,2.25201,-5.41361,-9.73486,21.5205,7.39984,-7.69432
38596385568,2.21925,-4.94839,-8.21379,22.3681,13.7688,-10.6724
38598870568,2.11716,-4.93776,-7.2276,17.9548,4.71881,-12.2499
38601355568,2.38371,-5.02933,-6.48497,10.5244,-12.4595,-10.6377
38603840568,3.19484,-5.74571,-5.82114,8.53271,-21.3201,-7.17108
38606325568,3.81297,-6.26911,-5.24089,7.3277,-7.64615,-2.3789
38608810568,4.33357,-6.81302,-4.73705,9.06875,4.84213,-1.3789
38611295568,4.38397,-6.80992,-4.80152,9.55682,-0.344585,-2.88865
38613780568,4.22356,-6.89104,-5.24567,9.3713,-11.06,-1.95809
38616265568,4.01702,-6.46437,-5.51072,7.42954,-11.7549,2.70874
38618750568,3.82886,-6.33339,-5.60623,3.54443,-3.9536,5.83751
38621235568,3.56173,-6.04838,-5.65638,-1.2287,-0.729167,6.0565
38623720568,3.20158,-6.01779,-6.282,-1.46795,-4.0797,7.12267
38626205568,2.83642,-6.07805,-7.40908,3.21257,-5.11349,8.09604
38628690568,2.63875,-6.26007,-8.62928,10.0497,-3.02457,8.50304
38631175568,2.50313,-6.24301,-9.29072,15.7244,-1.53737,8.95638
38633660568,2.38059,-6.25904,-9.10208,15.8405,-1.38274,9.26087
38636145568,2.29269,-6.09305,-8.08485,15.1455,-0.770895,9.0769
38638630568,2.30108,-6.0951,-6.69749,9.56934,0.41096,7.34018
38641115568,2.53456,-6.2372,-5.47729,0.845409,-2.51023,8.12107
38643600568,2.89476,-6.4659,-4.86599,-4.70595,-6.83281,11.8862
38646085568,3.22059,-6.848,-5.14538,-7.0029,-6.87343,14.7994
38648570568,3.27928,-7.0478,-6.03128,-2.43824,-5.11918,14.9722
38651055568,3.01407,-6.54809,-7.08672,3.95184,-4.57208,13.1273
38653540568,2.63904,-6.30773,-8.13977,3.55983,-5.80481,11.0895
38656025568,2.315,-5.56056,-8.83464,2.16851,-4.33251,10.5114
38658510568,2.15473,-5.19056,-9.31221,4.96347,-3.25515,12.0253
38660995568,2.13672,-5.2362,-9.56771,5.75935,-7.29961,11.8563
38663480568,2.08428,-5.22502,-9.58443,4.21055,-10.4092,11.1578
38665965568,1.96216,-5.55136,-9.49369,3.44184,-8.93453,11.5834
38668450568,1.91126,-5.65469,-9.3146,5.21707,-6.09111,10.2557
38670935568,2.11886,-5.87372,-9.29788,8.89298,-6.0654,7.32447
38673420568,2.70858,-6.04914,-9.32893,12.2913,-9.5527,6.97053
38675905568,3.58626,-6.1345,-9.157,12.9093,-13.0266,10.0098
38678390568,4.42689,-6.41607,-8.69614,9.93692,-14.9996,14.0848
38680875568,4.79132,-6.55876,-7.9559,4.2838,-14.7669,16.4554
38683360568,4.57328,-6.71451,-7.20372,0.949508,-14.9673,17.9064
38685845568,3.82218,-6.94473,-6.8336,-0.35094,-14.086,18.1724
38688330568,2.90821,-6.9267,-6.8933,-0.165625,-11.5742,17.6148
38690815568,2.11072,-6.76626,-7.39475,3.60521,-10.3486,16.3857
38693300568,1.69328,-6.04905,-8.02037,6.60629,-12.2547,14.5255
38695785568,1.81045,-5.16909,-8.62689,5.49503,-16.1263,12.4348
38698270568,2.2882,-4.54418,-9.26684,2.96137,-18.6419,14.5744
38700755568,2.65539,-3.93753,-9.7277,5.68093,-18.3254,19.6524
38703240568,2.67851,-3.91578,-10.1121,10.6845,-19.2043,21.3555
38705725568,2.10662,-3.95736,-10.3414,10.0974,-16.2285,19.0092
38708210568,1.31922,-4.13326,-10.4154,16.9829,-8.36555,15.9433
38710695568,0.853536,-3.96802,-10.3629,23.0902,-5.74067,12.566
38713180568,1.07284,-4.6022,-10.2936,24.3856,-12.6762,9.81253
38715665568,2.30318,-4.72063,-9.41967,26.6261,-20.6092,10.782
38718150568,3.61347,-5.5086,-8.26394,24.6674,-18.4053,17.5839
38720635568,4.6899,-6.09216,-6.56616,14.7234,-16.9998,23.1901
38723120568,4.85241,-6.36887,-4.93763,6.22361,-21.3745,24.2665
38725605568,4.1328,-6.55083,-4.11859,1.02563,-22.1094,22.9751
38728090568,3.19792,-6.40661,-4.30962,-1.98518,-17.2462,21.3446
38730575568,2.64529,-6.10199,-5.69459,2.59893,-12.12,21.9013
38733060568,2.61922,-5.61817,-7.97023,16.2658,-11.6484,21.0892
38735545568,3.17724,-5.1475,-10.0763,23.4392,-20.572,21.0987
38738030568,3.69488,-4.83716,-11.1127,25.4109,-27.9674,25.4872
38740515568,3.71152,-4.77716,-10.5396,21.1984,-24.5149,31.0968
38743000568,3.24396,-4.70471,-8.37617,19.0548,-17.8237,31.149
38745485568,2.29296,-4.52689,-5.91666,16.8254,-11.9514,27.5051
38747970568,1.47088,-4.21605,-4.0183,12.2851,-11.2758,24.1109
38750455568,1.10453,-3.86309,-3.19448,12.5985,-19.5905,22.6106
38752940568,1.03106,-3.72094,-3.31865,11.2968,-31.7378,22.5543
38755425568,1.07747,-3.79431,-3.5646,8.11062,-38.6123,22.0599
38757910568,0.99584,-3.79546,-3.45476,4.72957,-36.2044,21.6511
38760395568,0.689171,-4.08143,-3.18971,1.91349,-25.652,21.6606
38762880568,0.462151,-3.86744,-3.13001,2.64526,-18.3047,20.8957
38765365568,0.447996,-3.3999,-3.72698,3.67184,-21.5105,20.6734
38767850568,0.69207,-2.68293,-4.983,7.6811,-30.7738,19.3517
38770335568,1.08374,-1.36235,-6.14589,10.5096,-41.1611,17.2259
38772820568,1.25004,-1.37922,-7.07716,10.729,-49.5111,16.39
38775305568,0.856288,-2.08419,-7.10104,8.01214,-51.532,18.1984
38777790568,-0.163048,-3.7431,-5.96442,14.3943,-43.5265,22.8725
38780275568,-1.62686,-5.85218,-4.15441,13.1509,-25.2318,25.6661
38782760568,-3.17182,-7.20577,-2.34679,-8.54737,-6.99903,30.7259
38785245568,-4.63166,-8.76851,-2.5808,-30.362,2.85377,40.361
38787730568,-7.8272,-9.63813,-7.19417,-48.0695,7.94074,53.331
38790215568,-13.3415,-11.7682,-16.0341,-54.7392,9.07776,58.2691
38792700568,-18.8046,-12.4323,-26.2422,-9.33422,21.1104,33.8865
38795185568,-23.9914,-14.756,-36.3119,31.8056,80.3202,16.6831
38797670568,-24.61,-13.9228,-40.1372,62.7282,106.522,22.9903
38800155568,-21.0441,-13.9362,-37.8473,69.6127,83.8265,22.1259
38802640568,-15.2311,-10.9569,-29.0766,56.3065,67.1617,18.6672
38805125568,-9.32626,-8.60818,-16.1129,32.9867,55.5235,20.6548
38807610568,-5.26698,-4.7652,-3.04882,0.582726,49.1439,14.305
38810095568,-3.40857,-1.577,6.68175,-25.3923,47.2903,2.59612
38812580568,-3.04426,1.91611,10.7961,-41.8474,41.3086,-9.50647
38815065568,-2.78551,3.49265,10.0152,-52.3797,27.8179,-16.2783
38817550568,-1.75619,4.15556,3.75661,-48.6588,24.9749,-21.1022
38820035568,-0.239342,1.69348,-4.31201,-25.9888,21.2567,-30.0264
38822520568,1.32373,-1.46743,-13.1424,-2.05567,-8.17971,-23.3683
38825005568,2.01763,-3.52521,-16.8794,30.8239,-23.2061,-11.8526
38827490568,1.76801,-5.0063,-17.1158,35.3806,4.38168,-22.4708
38829975568,1.28295,-3.66627,-12.5382,14.8925,31.9347,-34.6451
38832460568,1.12146,-2.79898,-7.70995,5.81607,19.947,-28.6902
38834945568,1.57581,-2.6345,-4.55318,-7.94909,-12.868,-21.6049
38837430568,2.15932,-3.13679,-3.13479,-9.99932,-31.7605,-23.8571
38839915568,2.84996,-4.58762,-2.20591,-18.0485,-35.3491,-24.2539
38842400568,2.95361,-6.49794,-1.32478,-27.5549,-23.3941,-16.6733
38844885568,2.63085,-6.76507,-1.20539,-28.3597,0.636388,-8.48636
38847370568,2.34682,-7.67401,-2.88406,-30.9369,4.0266,-5.28226
38849855568,1.86263,-7.60751,-6.87419,-27.4586,-6.73433,-5.37779
38852340568,1.46433,-7.68079,-11.9723,-15.7605,-20.6795,-5.75185
38854825568,0.890214,-7.85659,-15.5875,6.68162,-30.1233,-2.43237
38857310568,0.15486,-6.97203,-16.1081,11.6843,-22.9553,-0.679628
38859795568,-0.763385,-6.35453,-13.4934,-0.841394,-5.44483,-3.52765
38862280568,-1.2885,-5.10826,-9.59398,-16.1069,2.72909,-2.28346
38864765568,-1.26485,-4.87835,-6.75241,-20.6844,-2.69468,1.12064
38867250568,-0.90115,-5.10218,-5.84263,-17.6718,-16.5712,4.17786
38869735568,-0.741923,-5.42699,-6.23663,-17.899,-27.8572,7.79666
38872220568,-1.28698,-5.42533,-7.16074,-22.3324,-25.4016,7.80222
38874705568,-2.3349,-5.0752,-8.26871,-22.9199,-11.2898,0.291421
38877190568,-3.22788,-4.8041,-9.8853,-15.3051,-1.37341,-3.23923
38879675568,-3.46972,-4.86036,-11.9413,-4.22741,-1.78292,-0.843376
38882160568,-2.98583,-5.33588,-13.4576,8.49957,-8.49437,3.04092
38884645568,-2.54984,-5.48241,-13.2641,13.2918,-12.7561,6.17332
38887130568,-2.73581,-5.62793,-11.0816,5.0314,-10.1824,4.60256
38889615568,-3.29583,-5.15794,-7.39236,-9.6266,-5.5188,-2.85078
38892100568,-3.81277,-4.83303,-4.28813,-20.8689,-0.619305,-6.09768
38894585568,-3.54801,-4.58324,-3.12762,-27.1317,1.19014,-4.84208
38897070568,-2.48625,-4.87868,-4.69407,-22.9657,-5.30148,-2.90873
38899555568,-1.27448,-5.16986,-7.85083,-12.379,-15.6229,-0.06409
38902040568,-0.487634,-5.65564,-10.9957,-0.236269,-17.7869,2.875
38904525568,-0.393031,-5.71658,-12.4642,6.89559,-5.51938,4.82951
38907010568,-0.796059,-5.78907,-11.9938,9.5832,11.5047,4.56524
38909495568,-1.44993,-5.72889,-10.3581,7.26089,18.1009,4.61525
38911980568,-1.73299,-5.81615,-8.35945,2.37131,8.17405,4.02624
38914465568,-1.75981,-5.96663,-6.55422,-3.04525,-5.7845,3.8614
38916950568,-1.6091,-6.18145,-4.95673,-10.0599,-9.55869,5.92282
38919435568,-1.45293,-6.22436,-3.52162,-16.4496,-4.87578,7.8907
38921920568,-1.88483,-6.00844,-2.99868,-21.011,2.61511,9.5898
38924405568,-2.76878,-5.65595,-3.93473,-22.1346,5.71153,6.60415
38926890568,-3.4294,-5.0093,-6.30111,-19.3272,1.23706,-2.26106
38929375568,-3.67852,-4.77233,-10.0023,-10.4218,-1.48341,-7.21913
38931860568,-2.99284,-4.79415,-13.4934,1.26036,-4.76235,-5.22876
38934345568,-1.91508,-5.30187,-15.4538,12.5654,-9.44069,-2.7664
38936830568,-1.04202,-6.0102,-14.7589,23.5444,-9.38972,0.175878
38939315568,-0.597942,-6.60727,-11.435,20.8744,-0.367215,3.29283
38941800568,-0.347544,-6.59346,-6.91718,3.94196,14.2422,0.992342
38944285568,0.00460407,-6.95071,-3.30671,-11.5094,16.6398,-0.583579
38946770568,0.638862,-7.29954,-2.03159,-16.9949,0.895509,3.56553
38949255568,1.20143,-7.74512,-2.41126,-15.5362,-17.6545,9.3024
38951740568,1.31909,-8.38811,-3.68877,-12.5687,-21.9349,11.9343
38954225568,0.922787,-8.04772,-4.23321,-16.8102,-7.87601,13.0415
38956710568,0.180589,-7.54995,-4.82779,-17.8385,13.7108,13.9819
38959195568,-0.378194,-6.52452,-5.89039,-13.0551,24.3424,15.8145
38961680568,-0.424216,-5.80942,-7.96545,-7.2995,16.4349,19.9313
38964165568,-0.167975,-5.14975,-10.3915,0.381288,4.13642,21.437
38966650568,0.122535,-4.99786,-11.9007,7.40146,-2.06726,21.8551
38969135568,0.0972449,-4.94088,-11.5687,8.74041,0.415808,23.6066
38971620568,-0.319534,-5.4024,-9.55816,9.01085,10.5982,24.3069
38974105568,-0.79777,-5.66652,-6.57332,6.7011,21.123,24.835
38976590568,-1.03554,-6.29011,-4.00159,1.7713,24.4655,25.87
38979075568,-1.04492,-6.29715,-2.36589,-4.22156,17.7315,28.0131
38981560568,-1.24624,-6.18064,-2.17725,-12.4872,5.30799,30.01
38984045568,-1.73675,-5.54804,-3.01778,-21.3546,-5.72975,25.5974
38986530568,-2.69617,-4.86974,-4.7275,-22.7223,-8.22179,19.2175
38989015568,-4.06465,-4.19739,-7.34461,-15.8735,2.26635,17.2262
38991500568,-5.59767,-3.82345,-10.5587,0.223996,11.8767,14.0723
38993985568,-6.6414,-3.66683,-13.2044,18.063,5.99799,5.15195
38996470568,-7.22395,-3.48433,-14.2909,25.6119,-2.8569,-1.76174
38998955568,-7.03578,-3.59126,-13.0803,22.418,-3.07198,-3.33443
39001440568,-6.08993,-3.52481,-9.87575,12.3233,-2.21857,-5.56748
39003925568,-4.8112,-4.02644,-6.36319,0.153234,-2.83949,-8.70546
39006410568,-3.39863,-4.55261,-4.00875,-6.29713,-4.67636,-9.10743
39008895568,-2.10539,-5.22155,-3.33298,-7.07718,-8.84539,-6.47822
39011380568,-1.28531,-5.79244,-4.20217,-2.59911,-11.8107,-3.3709
39013865568,-1.25487,-5.94262,-5.73757,2.29068,-7.26947,-2.7243
39016350568,-2.01484,-5.78895,-7.20133,8.43072,2.03238,-4.30581
39018835568,-3.14292,-5.33249,-7.98455,12.7741,6.17827,-6.41919
39021320568,-3.94021,-4.71129,-7.97739,10.8151,5.42034,-7.98413
39023805568,-4.09418,-4.4461,-7.69562,4.46082,6.59395,-9.87913
39026290568,-3.61075,-4.45351,-7.43057,2.82288,5.11593,-8.96523
39028775568,-3.10783,-4.77334,-7.25864,5.2579,-2.66982,-5.96644
39031260568,-3.09489,-5.14547,-6.93628,8.63979,-7.64521,-5.84571
39033745568,-3.58495,-5.212,-6.20798,4.37257,-1.70295,-9.62853
39036230568,-4.37356,-5.09419,-5.44147,-2.00365,10.903,-13.9942
39038715568,-4.93969,-5.09507,-5.34357,-1.3858,15.03,-14.7195
39041200568,-4.86269,-5.17285,-6.0456,0.101008,8.02105,-14.6283
39043685568,-4.35822,-5.66474,-7.35177,4.00006,3.55644,-16.4962
39046170568,-3.61439,-6.00519,-8.25438,5.87019,3.97086,-14.5107
39048655568,-3.23021,-6.31241,-8.22573,5.09251,6.9462,-10.809
39051140568,-3.27484,-6.1124,-7.27775,4.11149,12.0767,-11.6634
39053625568,-3.58794,-5.65598,-6.06709,-3.32488,17.2388,-15.298
39056110568,-3.88852,-5.38807,-5.5537,-9.77036,20.3544,-15.7904
39058595568,-3.92731,-4.89459,-5.97158,-7.62524,17.6461,-13.8217
39061080568,-3.79517,-5.04807,-7.2873,-1.754,12.4827,-13.6495
39063565568,-3.71005,-4.99696,-8.77016,1.21303,14.0461,-16.2449
39066050568,-3.74191,-5.23863,-9.69188,4.2793,19.3183,-17.5158
39068535568,-3.88999,-5.15481,-9.67278,8.23543,21.9013,-17.3736
39071020568,-3.90305,-5.30763,-8.85135,5.71331,20.5485,-18.8868
39073505568,-3.77942,-5.24362,-7.61921,-0.594106,20.4244,-21.1221
39075990568,-3.45464,-5.41308,-6.53989,-5.69152,20.4257,-20.7747
39078475568,-3.16848,-5.44711,-5.91666,-7.71128,17.4823,-18.5725
39080960568,-2.93689,-5.77083,-5.9286,-8.52775,15.6171,-18.8333
39083445568,-2.81514,-5.79544,-6.48975,-9.20638,21.5019,-21.3441
39085930568,-2.57207,-5.93058,-7.50937,-5.84197,28.8454,-21.3896
39088415568,-2.18019,-5.93952,-8.72241,-2.52176,28.0369,-19.0659
39090900568,-1.75128,-5.71397,-9.66323,0.222432,22.7361,-17.1682
39093385568,-1.39645,-5.56099,-10.0262,0.268292,21.2192,-16.9957
39095870568,-1.22794,-5.33658,-9.80173,-3.58498,26.0702,-18.1196
39098355568,-1.17251,-5.27844,-9.36713,-4.53162,30.2682,-18.072
39100840568,-1.0159,-5.48384,-9.14984,-3.19696,28.3608,-17.255
39103325568,-0.647523,-5.80803,-9.33132,-0.442013,26.8216,-18.7825
39105810568,0.0923161,-5.5947,-9.85903,-1.43026,26.177,-22.2739
39108295568,1.06279,-6.45713,-11.2918,-12.8946,18.568,-25.0856
39110780568,2.04289,-6.87545,-12.7412,-9.49633,4.80825,-26.0775
39113265568,2.79616,-7.55948,-13.6199,2.93306,-6.01167,-24.5503
39115750568,3.90803,-7.75848,-13.5101,-4.99483,-1.98724,-24.506
39118235568,5.1636,-7.48523,-13.5125,-20.7093,14.8222,-24.4226
39120720568,6.89685,-7.57773,-14.6969,-20.7004,13.2782,-18.715
39123205568,9.25582,-7.78556,-16.514,0.713996,-13.9636,-11.0981
39125690568,10.8623,-7.89187,-18.1903,16.2502,-23.7369,-0.915679
39128175568,11.2044,-8.22828,-17.813,5.10903,-11.8752,9.25113
39130660568,9.89513,-7.64253,-14.747,6.62389,-3.27994,14.7322
39133145568,7.09401,-7.16374,-10.5658,5.37474,4.16708,14.2223
39135630568,3.85224,-6.66261,-6.60675,-1.88881,13.4542,9.19303
39138115568,1.38182,-5.60648,-3.84637,-9.8425,12.158,8.5994
39140600568,0.105477,-4.67209,-2.89361,-20.7631,1.03255,11.0342
39143085568,-0.139214,-3.33664,-3.72459,-23.3707,-8.39663,8.98657
39145570568,0.0652551,-3.63718,-5.76622,-19.2038,-14.8972,6.35232
39148055568,0.926109,-2.5462,-6.68317,-2.63887,-12.6727,8.42043
39150540568,1.34007,-3.28038,-7.47833,-4.42324,6.31065,14.7223
39153025568,1.93076,-2.89481,-7.17745,-10.6549,25.349,18.2017
39155510568,2.28795,-3.28601,-7.53325,-8.52238,24.2444,14.9169
39157995568,2.38277,-3.66672,-8.49556,-5.12922,8.34969,13.7908
39160480568,2.29493,-3.76832,-9.16655,-4.47693,-7.86754,15.2092
39162965568,1.80508,-4.08795,-9.04477,-6.50911,-8.86385,11.555
39165450568,1.02536,-4.3017,-7.56429,-11.3957,1.809,7.28153
39167935568,0.207657,-4.67344,-5.57519,-10.0066,12.9163,5.003
39170420568,-0.26407,-5.22891,-4.11143,-13.5125,16.3176,3.66152
39172905568,-0.206909,-5.29484,-3.52401,-23.5175,11.1933,2.54191
39175390568,0.221205,-5.45596,-4.27858,-31.485,0.363484,2.10119
39177875568,0.497096,-4.94384,-5.71846,-36.5405,-8.76573,2.5743
39180360568,0.250772,-4.98586,-7.84128,-34.3325,-7.06215,1.18293
39182845568,-0.782873,-4.54022,-10.0548,-22.2873,5.05494,-5.22851
39185330568,-1.73848,-4.56358,-11.5401,-9.26179,11.2202,-13.755
39187815568,-2.32184,-4.12319,-11.8792,-1.35635,9.63461,-18.9873
39190300568,-1.95305,-4.26103,-11.041,-7.52122,7.71883,-21.5953
39192785568,-0.801506,-4.35176,-9.04716,-18.6989,0.166062,-22.5589
39195270568,0.408837,-4.64213,-6.84793,-32.0702,-10.1717,-22.4704
39197755568,1.08825,-4.88759,-4.96867,-40.6144,-15.971,-21.3124
39200240568,1.12235,-4.48595,-4.01352,-47.7712,-11.8811,-20.1718
