t,x,y,yaw
17.133333,4.066306,1.098553,0.629430
17.166667,4.071627,1.105397,0.630711
17.200000,4.076886,1.112278,0.642965
17.233333,4.082149,1.119143,0.645099
17.266667,4.087374,1.126030,0.652429
17.300000,4.092565,1.132939,0.658831
17.333333,4.097827,1.139789,0.649569
17.366667,4.103166,1.146573,0.639953
17.400000,4.108565,1.153302,0.632975
17.433333,4.114046,1.159954,0.623269
17.466667,4.119573,1.166554,0.620337
17.500000,4.125122,1.173119,0.621463
17.533333,4.130634,1.179707,0.628912
17.566667,4.136137,1.186297,0.632319
17.600000,4.141657,1.192863,0.632483
17.633333,4.147203,1.199393,0.632527
17.666667,4.152763,1.205894,0.635612
17.700000,4.158417,1.212294,0.627171
17.733333,4.164045,1.218693,0.638479
17.766667,4.169719,1.225027,0.639934
17.800000,4.175488,1.231247,0.634533
17.833333,4.181333,1.237371,0.631507
17.866667,4.187220,1.243434,0.633407
17.900000,4.193193,1.249393,0.627410
17.933333,4.199200,1.255299,0.630067
17.966667,4.205188,1.261204,0.643083
18.000000,4.211202,1.267068,0.647739
18.033333,4.217195,1.272940,0.658277
18.066667,4.223211,1.278777,0.662089
18.100000,4.229372,1.284447,0.646720
18.133333,4.235661,1.289957,0.638417
18.166667,4.242069,1.295310,0.632394
18.200000,4.248592,1.300512,0.626368
18.233333,4.255203,1.305590,0.627003
18.266667,4.261826,1.310651,0.630609
18.300000,4.268447,1.315712,0.636431
18.333333,4.275091,1.320744,0.637967
18.366667,4.281762,1.325738,0.639885
18.400000,4.288435,1.330730,0.647724
18.433333,4.295189,1.335612,0.639621
18.466667,4.301925,1.340522,0.652084
18.500000,4.308684,1.345404,0.656607
18.533333,4.315493,1.350219,0.655681
18.566667,4.322338,1.354989,0.656542
18.600000,4.329171,1.359779,0.664295
18.633333,4.335987,1.364597,0.670974
18.666667,4.342741,1.369502,0.685594
18.700000,4.349372,1.374572,0.711911
18.733333,4.355833,1.379861,0.746549
18.766667,4.362247,1.385206,0.757916
18.800000,4.368525,1.390715,0.788045
18.833333,4.374839,1.396189,0.787672
18.866667,4.381208,1.401600,0.779871
18.900000,4.387684,1.406887,0.765041
18.933333,4.394195,1.412129,0.756598
18.966667,4.400750,1.417320,0.752273
19.000000,4.407267,1.422557,0.756864
19.033333,4.413681,1.427912,0.768387
19.066667,4.420025,1.433343,0.774015
19.100000,4.426349,1.438794,0.772239
19.133333,4.432675,1.444239,0.766707
19.166667,4.438954,1.449735,0.770712
19.200000,4.445198,1.455268,0.772849
19.233333,4.451336,1.460917,0.788333
19.266667,4.457416,1.466625,0.794917
19.300000,4.463401,1.472432,0.806213
19.333333,4.469258,1.478365,0.822340
19.366667,4.474979,1.484428,0.838388
19.400000,4.480620,1.490563,0.845449
19.433333,4.486116,1.496829,0.863536
19.466667,4.491483,1.503204,0.877465
19.500000,4.496774,1.509642,0.882146
19.533333,4.502042,1.516099,0.877669
19.566667,4.507360,1.522517,0.861301
19.600000,4.512694,1.528923,0.849329
19.633333,4.518006,1.535352,0.842264
19.666667,4.523260,1.541834,0.840374
19.700000,4.528413,1.548402,0.845172
19.733333,4.533414,1.555096,0.855875
19.766667,4.538225,1.561939,0.870771
19.800000,4.542886,1.568898,0.880742
19.833333,4.547456,1.575927,0.883767
19.866667,4.552003,1.582982,0.878893
19.900000,4.556484,1.590088,0.881489
19.933333,4.560967,1.597201,0.875168
19.966667,4.565382,1.604364,0.879332
20.000000,4.569763,1.611559,0.877159
20.033333,4.574096,1.618797,0.875477
20.066667,4.578285,1.626137,0.885067
20.100000,4.582322,1.633577,0.897284
20.133333,4.586152,1.641141,0.917224
20.166667,4.589717,1.648849,0.943849
20.200000,4.593009,1.656696,0.969376
20.233333,4.596121,1.664638,0.982509
20.266667,4.599368,1.672549,0.955281
20.300000,4.602633,1.680477,0.942578
20.333333,4.605847,1.688453,0.938581
20.366667,4.609036,1.696466,0.931506
20.400000,4.612192,1.704518,0.926637
20.433333,4.615220,1.712654,0.930570
20.466667,4.618123,1.720871,0.934499
20.500000,4.620985,1.729135,0.929403
20.533333,4.623852,1.737428,0.919554
20.566667,4.626644,1.745777,0.919823
20.600000,4.629302,1.754200,0.927340
20.633333,4.631755,1.762714,0.944012
20.666667,4.634138,1.771275,0.944591
20.700000,4.636438,1.779893,0.945708
20.733333,4.638566,1.788589,0.956618
20.766667,4.640576,1.797347,0.962202
20.800000,4.642560,1.806142,0.957293
20.833333,4.644440,1.814991,0.962040
20.866667,4.646205,1.823892,0.968107
20.900000,4.647797,1.832854,0.981232
20.933333,4.649242,1.841866,0.991919
20.966667,4.650728,1.850894,0.982231
21.000000,4.652253,1.859936,0.973560
21.033333,4.653902,1.868972,0.956382
21.066667,4.655647,1.878005,0.942704
21.100000,4.657421,1.887038,0.938046
21.133333,4.659137,1.896082,0.944776
21.166667,4.660758,1.905141,0.955752
21.200000,4.662269,1.914229,0.965815
21.233333,4.663774,1.923318,0.966258
21.266667,4.665318,1.932393,0.963683
21.300000,4.667008,1.941425,0.951267
