lap_index,phase,raw_x,raw_y,aligned_x,aligned_y,projected_x,projected_y,kept,phase_shift,scale,alignment_rmse,projection_rmse,t0,t1
0,0.273438,3.579277,0.655638,0.267847,-0.513478,1.087891,0.572510,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.275391,3.601339,0.669854,0.280237,-0.504944,1.096446,0.582757,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.277344,3.623076,0.684562,0.292495,-0.496221,1.104823,0.593162,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.279297,3.644495,0.699728,0.304634,-0.487332,1.113018,0.603714,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.281250,3.665724,0.715161,0.316568,-0.478172,1.121025,0.614403,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.283203,3.686826,0.730766,0.328307,-0.468761,1.128838,0.625217,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.285156,3.708290,0.745866,0.339926,-0.459204,1.136452,0.636146,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.287109,3.730228,0.760273,0.351468,-0.449553,1.143861,0.647179,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.289062,3.752286,0.774495,0.363233,-0.440178,1.151060,0.658304,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.291016,3.774420,0.788598,0.375294,-0.431184,1.158043,0.669511,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.292969,3.795799,0.803815,0.387430,-0.422291,1.164804,0.680789,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.294922,3.816948,0.819356,0.399613,-0.413464,1.171339,0.692126,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.296875,3.837425,0.835761,0.411326,-0.404025,1.177641,0.703513,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.298828,3.856729,0.853536,0.422896,-0.394409,1.183688,0.714975,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.300781,3.875826,0.871539,0.434053,-0.384321,1.189429,0.726623,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.302734,3.894456,0.890022,0.444491,-0.373490,1.194877,0.738452,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.304688,3.912133,0.909419,0.454803,-0.362535,1.200048,0.750451,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.306641,3.929558,0.929046,0.464832,-0.351321,1.204960,0.762606,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.308594,3.946770,0.948859,0.474283,-0.339617,1.209631,0.774905,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.310547,3.963322,0.969225,0.483583,-0.327791,1.214076,0.787334,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.312500,3.979769,0.989676,0.492754,-0.315864,1.218313,0.799882,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.314453,3.996840,1.009611,0.501529,-0.303644,1.222359,0.812534,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.316406,4.013367,1.029998,0.510241,-0.291379,1.226231,0.825278,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.318359,4.029662,1.050573,0.519328,-0.279388,1.229946,0.838102,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.320312,4.045633,1.071399,0.528088,-0.267157,1.233521,0.850992,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.322266,4.061486,1.092316,0.536708,-0.254826,1.236974,0.863936,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.324219,4.077515,1.113098,0.545135,-0.242363,1.240321,0.876921,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.326172,4.093383,1.134004,0.553491,-0.229851,1.243579,0.889933,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.328125,4.109640,1.154606,0.561952,-0.217411,1.246766,0.902961,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.330078,4.126477,1.174739,0.570317,-0.204906,1.249898,0.915991,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.332031,4.143343,1.194848,0.578915,-0.192560,1.252992,0.929010,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.333984,4.160523,1.214689,0.587861,-0.180464,1.256066,0.942005,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.335938,4.178198,1.234087,0.596825,-0.168380,1.259137,0.954965,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.337891,4.196628,1.252771,0.605977,-0.156439,1.262221,0.967875,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.339844,4.215366,1.271148,0.615428,-0.144735,1.265325,0.980730,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.341797,4.234584,1.289014,0.625335,-0.133413,1.268322,0.993600,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.343750,4.255032,1.305459,0.635428,-0.122256,1.271178,1.006507,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.345703,4.275913,1.321359,0.645814,-0.111376,1.273904,1.019448,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.347656,4.297026,1.336950,0.656953,-0.101266,1.276511,1.032421,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.349609,4.318369,1.352223,0.668358,-0.091453,1.279010,1.045423,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.351562,4.339803,1.367368,0.679905,-0.081810,1.281411,1.058450,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.353516,4.360379,1.383650,0.691596,-0.072340,1.283724,1.071501,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.355469,4.380254,1.400790,0.703343,-0.062941,1.285961,1.084571,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.357422,4.400682,1.417267,0.714561,-0.052920,1.288131,1.097659,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.359375,4.420852,1.434056,0.725347,-0.042433,1.290245,1.110761,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.361328,4.440674,1.451259,0.736473,-0.032306,1.292315,1.123875,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.363281,4.459942,1.469076,0.747441,-0.022008,1.294349,1.136998,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.365234,4.478196,1.487927,0.758195,-0.011487,1.296360,1.150127,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.367188,4.495290,1.507836,0.768611,-0.000632,1.298358,1.163259,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.369141,4.511993,1.528081,0.778412,0.010779,1.300352,1.176392,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.371094,4.528484,1.548497,0.787512,0.022756,1.302355,1.189522,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.373047,4.543577,1.569961,0.796378,0.034912,1.304375,1.202647,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.375000,4.557729,1.592064,0.805116,0.047159,1.306425,1.215764,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.376953,4.571476,1.614420,0.813018,0.059957,1.308514,1.228870,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.378906,4.584232,1.637350,0.820360,0.073089,1.310653,1.241962,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.380859,4.594831,1.661346,0.827462,0.086352,1.312853,1.255038,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.382812,4.604720,1.685657,0.833977,0.099909,1.315080,1.268106,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.384766,4.614270,1.710102,0.839222,0.114003,1.317296,1.281176,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.386719,4.622966,1.734865,0.844049,0.128252,1.319502,1.294248,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.388672,4.630935,1.759867,0.848677,0.142567,1.321698,1.307321,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.390625,4.637740,1.785213,0.852806,0.157034,1.323887,1.320396,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
0,0.392578,4.643551,1.810806,0.856511,0.171614,1.326069,1.333472,1,510,0.573245,0.411925,1.100424,0.000000,51.400000
